"","Sim.Day","D1.Con.(g/d)","D2.Con.(g/d)","D3.Con.(g/d)","D4.Con.(g/d)","D5.Con.(g/d)","D6.Con.(g/d)","D7.Con.(g/d)","D8.Con.(g/d)","Total.Con.(g/d)","W.Gain.(g/d)","Daily.Weight.(g)","NA"
"1",1,0.00516095803434029,0.00297146068643836,0.00568226692669791,0.0125635443058183,0.000625570670829126,0.000364916224650323,5.21308892357606e-05,0.000417047113886085,0,0.0278378948518962,0.00699891331211718,0.206998913312117
"2",2,0.00526912497574711,0.00303373862239986,0.00580135982178219,0.012826859789445,0.000638681815242074,0.000372564392224543,5.32234846035062e-05,0.00042578787682805,0,0.0284213407782723,0.00716011863712164,0.214159031949239
"3",3,0.00542580855330491,0.00312395037917556,0.00597387002333572,0.0132082814277423,0.000657673764036958,0.000383643029021559,5.48061470030799e-05,0.00043844917602464,0,0.0292664824996447,0.00732138283912954,0.221480414788368
"4",4,0.00556858255778602,0.00320615359387681,0.00613106564443108,0.0135558423881458,0.000674979703974063,0.000393738160651536,5.62483086645053e-05,0.000449986469316043,0,0.0300365968268459,0.0074837830596322,0.228964197848001
"5",5,0.00571690309155901,0.00329155026483702,0.00629436805030236,0.0139169055057144,0.000692957950492001,0.000404225471120334,5.77464958743335e-05,0.000461971966994668,0,0.0308366287968941,0.00764614966516336,0.236610347513164
"6",6,0.00588091724429608,0.00338598265580684,0.00647494928917449,0.0143161722815693,0.00071283845385407,0.000415822431414874,5.94032044878392e-05,0.000475225635902714,0,0.0317213111965062,0.00780291982788663,0.244413267341051
"7",7,0.00611153005743665,0.00351875973003929,0.00672885632586461,0.0148775630691135,0.000740791522113533,0.00043212838789956,6.17326268427944e-05,0.000493861014742356,0,0.0329652227340523,0.00788945958708279,0.252302726928133
"8",8,0.00631797546787024,0.00363762223907681,0.00695615480805917,0.0153801220985528,0.000765815208226695,0.000446725538132239,6.38179340188913e-05,0.000510543472151131,0,0.034078776766088,0.0079348633296949,0.260237590257828
"9",9,0.00644438949021901,0.00371040607012611,0.00709533792357448,0.0156878572438665,0.000781138120026546,0.000455663903348818,6.50948433355456e-05,0.000520758746684365,0,0.0347606463411814,0.00813447189905607,0.268372062156884
"10",10,0.00664360095846657,0.00382510358214743,0.0073146717623521,0.0161728063736409,0.000805284964662614,0.000469749562719858,6.71070803885512e-05,0.000536856643108411,0,0.0358351809274864,0.00815415438488458,0.276526216541769
"11",11,0.00676807390898159,0.00389676982638335,0.00745171773817166,0.0164758162834805,0.000820372595028071,0.000478550680433041,6.83643829190059e-05,0.000546915063352048,0,0.0365065804787492,0.00837843049952148,0.28490464704129
"12",12,0.00677565599169598,0.00390113526794618,0.0074600656878269,0.0164942736767549,0.000821291635357088,0.000479086787291634,6.84409696130907e-05,0.000547527756904726,0,0.0365474777733905,0.00877877900144979,0.29368342604274
"13",13,0.00686251657025256,0.00395114590408482,0.00755570006219728,0.0167057221558674,0.000831820190333643,0.000485228444361291,6.93183491944703e-05,0.000554546793555763,0,0.0370159984698472,0.00899471631683644,0.302678142359577
"14",14,0.00697753451799302,0.00401736835884448,0.00768233598445698,0.016985715341781,0.00084576175975673,0.000493361026524759,7.04801466463942e-05,0.000563841173171154,0,0.0376363983091745,0.00918494131313391,0.311863083672711
"15",15,0.00719454658400685,0.00414231469988274,0.00792126846117927,0.0175139972398551,0.00087206625260689,0.000508705314020686,7.26721877172409e-05,0.000581377501737928,0,0.0388069482410067,0.00934031450077535,0.321203398173486
"16",16,0.00743384373687618,0.00428009184850448,0.00818473704363137,0.0180965286927996,0.000901071968106203,0.000525625314728618,7.5089330675517e-05,0.000600714645404137,0,0.0400977025807261,0.00944436884758984,0.330647767021076
"17",17,0.00770047348549053,0.00443360594619153,0.00847829909008555,0.0187455970707396,0.000933390725514003,0.000544477923216501,7.77825604595003e-05,0.000622260483676003,0,0.0415358872853732,0.00941212097002404,0.3400598879911
"18",18,0.00793076546655562,0.00456619829892597,0.00873185288741984,0.0193062068428273,0.000961304905037044,0.000560761194604942,8.01087420864204e-05,0.000640869936691364,0,0.0427780682741486,0.00931425338296005,0.34937414137406
"19",19,0.00804893978409364,0.00463423805750847,0.00886196400470917,0.019593883716834,0.000975629064738622,0.000569116954430862,8.13024220615519e-05,0.000650419376492416,0,0.0434154933808688,0.00964109161716967,0.35901523299123
"20",20,0.00815773487646366,0.00469687765614576,0.00898174850034889,0.0198587283356338,0.000988816348662261,0.000576809536719652,8.24013623885218e-05,0.000659210899108175,0,0.0440023275154707,0.00996562115981419,0.368980854151044
"21",21,0.00821424232902764,0.00472941225004623,0.00904396377640418,0.0199962868817744,0.000995665736851834,0.000580805013163569,8.29721447376529e-05,0.000663777157901224,0,0.0443071252899067,0.0103373684998382,0.379318222650882
"22",22,0.00830551229884806,0.00478196162660951,0.00914445293509536,0.0202184693335595,0.00100672876349673,0.000587258445373095,8.38940636247279e-05,0.000671152508997824,0,0.0447994299756048,0.0105963955735742,0.389914618224456
"23",23,0.00847957836692136,0.00488218148398504,0.00933610143428717,0.0206422059235157,0.00102782768083895,0.000599566147156055,8.56523067365794e-05,0.000685218453892636,0,0.0457383317973334,0.0107818988383472,0.400696517062803
"24",24,0.00867025064088,0.00499196249020365,0.0095460335338982,0.0211063677217382,0.00105093947162182,0.000613048025112727,8.75782893018182e-05,0.000700626314414547,0,0.046766806487171,0.0109555459110436,0.411652062973847
"25",25,0.00896404850040322,0.0051611188335655,0.00986950794488841,0.0218215726120927,0.00108655133338221,0.00063382161113962,9.05459444485174e-05,0.00072436755558814,0,0.0483515343355083,0.0109770338978348,0.422629096871682
"26",26,0.00923667068469215,0.00531808312148943,0.01016966772355,0.0224852286364728,0.00111959644662935,0.000653097927200454,9.32997038857793e-05,0.000746397631086235,0,0.0498220418750062,0.0108960383985684,0.43352513527025
"27",27,0.00946304220168829,0.0054484182373357,0.0104189050503437,0.0230362946525948,0.00114703541838646,0.000669103994058767,9.55862848655383e-05,0.000764690278924307,0,0.0510430761181975,0.0108341780010108,0.444359313271261
"28",28,0.00965805315021451,0.00556069726830534,0.0106336140744786,0.0235110182747647,0.00117067310911691,0.000682892646984863,9.75560924264092e-05,0.000780448739411275,0,0.0520949533557026,0.0108469002641507,0.455206213535412
"29",29,0.00981968572821622,0.00565375844957905,0.0108115731755108,0.0239044874797991,0.00119026493675348,0.000694321213106197,9.91887447294568e-05,0.000793509957835656,0,0.05296678968553,0.0110756909448271,0.466281904480239
"30",30,0.0099537837939362,0.00573096642681177,0.0109592165003944,0.0242309282256427,0.00120651924774984,0.00070380289452074,0.00010054327064582,0.000804346165166563,0,0.0536901065248681,0.0114551705469953,0.477737075027234
"31",31,0.0101643889730049,0.00585222395415433,0.0111910949298741,0.0247436135605472,0.00123204714824301,0.000718694169808423,0.000102670595686918,0.000821364765495343,0,0.0548260980968142,0.0114511200294486,0.489188195056683
"32",32,0.0103551480146139,0.00596205491750498,0.0114011225615446,0.0252079865810298,0.00125516945631683,0.000732182182851486,0.00010459745469307,0.000836779637544558,0,0.0558550408060992,0.0115188917772316,0.500707086833914
"33",33,0.0104914036189424,0.00604050511393657,0.0115511413582296,0.0255396795168195,0.00127168528714454,0.000741816417500979,0.000105973773928711,0.000847790191429693,0,0.056589995277932,0.0119321360398854,0.5126392228738
"34",34,0.0107098839911145,0.00616629684336899,0.0117916904548635,0.0260715357763496,0.00129816775649873,0.000757264524624259,0.000108180646374894,0.000865445170999156,0,0.0577684651641936,0.0118824344275135,0.524521657301313
"35",35,0.0109153620307645,0.0062846023813493,0.0120179238520539,0.0265717398930733,0.00132307418554722,0.000771793274902542,0.000110256182128935,0.000882049457031479,0,0.0588768012568512,0.011713357765432,0.536235015066745
"36",36,0.0110914471645954,0.00638598473113068,0.0122117953630394,0.0270003915824999,0.00134441783813277,0.000784243738910782,0.000112034819844398,0.000896278558755182,0,0.0598265937969084,0.0118813036605259,0.548116318727271
"37",37,0.0112639245161672,0.00649814265440881,0.0126065735174347,0.02713044808319,0.00143606562021812,0.00080629745196068,0.000113578143806755,0.000910031456118217,2.81261132834847e-06,0.0607678740546329,0.0121679819814611,0.560284300708732
"38",38,0.0114455901048312,0.0066160100639079,0.013018151661849,0.0272734175137743,0.00153113488636019,0.000829322441612198,0.000115207790570719,0.000924520813017899,5.71697690429082e-06,0.0617590722528278,0.0122861670962232,0.572570467804956
"39",39,0.011603020153398,0.00672026020112207,0.0134084105611705,0.0273498011720661,0.00162511872963959,0.000850891927606528,0.000116587426859787,0.000937046907326799,8.69498489700579e-06,0.0626198320640864,0.012787612603179,0.585358080408135
"40",40,0.011691367250946,0.00678478419964973,0.0137233878204468,0.0272569107157839,0.0017109979918735,0.000867614262974643,0.000117268499028707,0.000943989838451364,1.16836924434237e-05,0.063108004271598,0.0135090979965207,0.598867178404655
"41",41,0.0118680877928008,0.00690090112671979,0.0141470027404485,0.0273631138947831,0.00181150388333007,0.000891130767771419,0.000118831227080124,0.000958063838917312,1.48280445526379e-05,0.0640734633164037,0.0137965104329111,0.612663688837566
"42",42,0.0120649022207172,0.00702913379767203,0.0146014532622294,0.0275059088385531,0.00191745352404634,0.000916487257196861,0.000120588467096514,0.000973753735212271,1.8091996880314e-05,0.0651477730996039,0.0140258727319525,0.626689561569519
"43",43,0.0123501252811879,0.00720943034814109,0.0151717643963428,0.0278377206118169,0.00204051465333646,0.000948986093328083,0.00012322074487451,0.000996571068896893,2.16102198016284e-05,0.0666999434177261,0.0138721100033603,0.640561671572879
"44",44,0.0125988671155212,0.00736904665334659,0.0157070755780671,0.0280734166072628,0.00216093763915201,0.000979154037857665,0.000125479510654413,0.0010164357681449,2.51993658191945e-05,0.0680556122758259,0.0134652898014505,0.65402696137433
"45",45,0.0127847962853773,0.00749242650041479,0.0161720881950966,0.0281578192777663,0.00227335293491279,0.00100482577134751,0.000127104912801374,0.00103122572512822,2.87728454344733e-05,0.0690724124482794,0.0135914777833447,0.667618439157674
"46",46,0.0129782039527525,0.00762062851698311,0.0166535658391639,0.0282487837911651,0.00238951679317587,0.00103142235216902,0.000128797865549934,0.00104661258606441,3.24593233298715e-05,0.0701299910203539,0.0139178078309845,0.681536246988659
"47",47,0.013166721158195,0.00774640157613621,0.0171358242047764,0.0283191222630003,0.00250721660402277,0.00105796979790924,0.000130435435295145,0.00106159870121656,3.6230437710809e-05,0.0711615201782624,0.0140002925591445,0.695536539547803
"48",48,0.0133574902509675,0.00787393936709665,0.0176280250802981,0.0283843855451908,0.00262776628213268,0.00108503557973079,0.000132088507048283,0.00107676006018537,4.01040075982031e-05,0.0722055946802483,0.0145768151913129,0.710113354739116
"49",49,0.013564521054486,0.00801152439922762,0.0181490404990516,0.0284738022769606,0.00275405420899977,0.00111377615735905,0.000133895248174151,0.00109322566291071,4.41273550349984e-05,0.0733379668622045,0.0145599163767931,0.724673271115909
"50",50,0.0137601771173197,0.00814285842104869,0.0186622837812591,0.0285288076245351,0.00288060402089073,0.00114194109597186,0.000135582480684368,0.0011087678118726,4.82159327953199e-05,0.0744092382863775,0.0146883175058175,0.739361588621727
"51",51,0.0139611602956939,0.00827780536774905,0.0191900925216688,0.0285844740095909,0.00301080360298922,0.00117090133729327,0.000137315077296031,0.00112473259289588,5.2423949055263e-05,0.0755097087542324,0.0149554643702601,0.754317052991987
"52",52,0.0141369534718534,0.00839825470010417,0.0196902579986454,0.0285786902940463,0.00313798133569365,0.00119808485490524,0.000138793140931058,0.00113866173599694,5.66332170969599e-05,0.0764743107492731,0.0149031256311847,0.769220178623171
"53",53,0.0143197869293067,0.00852330378191842,0.0202068824221381,0.0285777277581628,0.00326901900718115,0.00122618515824055,0.000140333866309922,0.00115315194223827,6.09620235177725e-05,0.0774773528890138,0.0150331841285369,0.784253362751708
"54",54,0.0145317407924466,0.00866614478019522,0.0207719175653808,0.028624527913853,0.00340923142807388,0.00125713115330501,0.000142152867713693,0.00116998057662319,6.55152698272908e-05,0.0786383423474186,0.0153174107921238,0.799570773543832
"55",55,0.0147661879052485,0.00882291847955312,0.0213773721772567,0.0287039406587627,0.00355757544281778,0.00129042082649038,0.000144183878488649,0.00118861273754292,7.02834192674611e-05,0.0799214955254281,0.0158714756112636,0.815442249155096
"56",56,0.0149699153047078,0.00896184635636729,0.0219464740914844,0.0287121498738125,0.00370132229271293,0.00132141666120572,0.000145907044929081,0.00120476477777042,7.50168366755367e-05,0.0810388132396656,0.0159934247561697,0.831435673911265
"57",57,0.0151856182427452,0.00910843167255483,0.0225409146926769,0.0287323198587938,0.00385071713431601,0.00135384405226325,0.000147739379265527,0.00122187358379978,7.99170993511417e-05,0.0822213757157664,0.0164785157519337,0.847914189663199
"58",58,0.0153920394687711,0.00924994131565277,0.0231294135363569,0.028723844204061,0.00400046387363783,0.00138582098512758,0.000149473806856459,0.00123822849699322,8.48760842830894e-05,0.08335410177174,0.0169132945819931,0.864827484245192
"59",59,0.0149788051181439,0.00901883355706492,0.0227830731513128,0.0275642198527569,0.0039878847484413,0.00136182967612065,0.000145194273025162,0.00120473790481936,8.63674412361295e-05,0.0811309457229213,0.0150085487218489,0.879836032967041
"60",60,0.0155696016121219,0.00939246984234982,0.0239672432228126,0.0282474768835003,0.00424377366193022,0.00142928356494543,0.00015064386597657,0.00125199799070124,9.36941257773612e-05,0.0843461847701156,0.016037347295784,0.895873380262825
"61",61,0.0160174667364793,0.00968108351735269,0.0249505463073709,0.0286443203796058,0.00446731835090755,0.0014845381568085,0.000154691930398437,0.00128774727368993,0.000100423661004858,0.086788136313618,0.0172719685872239,0.913145348850049
"62",62,0.0162309717384031,0.009828816075009,0.0255810267475366,0.0286047363074704,0.00462972633479704,0.00151866074342192,0.000156464731267028,0.00130464380320532,0.000105851906138181,0.0879608983872486,0.0178682292452336,0.931013578095283
"63",63,0.016454122578684,0.00998289938801455,0.0262348333229787,0.0285706602125383,0.00479769068228754,0.00155407674389455,0.000158322631433642,0.00132230834195152,0.000111454580964763,0.0891863684827476,0.0181777341416396,0.949191312236922
