"","Sim.Day","D1.Con.(g/d)","D2.Con.(g/d)","D3.Con.(g/d)","D4.Con.(g/d)","D5.Con.(g/d)","D6.Con.(g/d)","D7.Con.(g/d)","D8.Con.(g/d)","Total.Con.(g/d)","W.Gain.(g/d)","Daily.Weight.(g)","NA"
"1",1,0.00617808641609908,0.00355708005775402,0.00680213554903839,0.0150395841038372,0.00074885895952716,0.00043683439305751,6.24049132939301e-05,0.000499239306351441,0,0.0333242236989587,0.00872814432976892,0.208728144329769
"2",2,0.00634189296594193,0.00365139291978476,0.00698248821502699,0.0154383455029496,0.000768714298902052,0.00044841667435953,6.40595249085044e-05,0.000512476199268036,0,0.0342077863011414,0.00907573347482487,0.217803877804594
"3",3,0.00649950246267747,0.00374213778154159,0.00715601786294794,0.0158220211465179,0.000787818480324542,0.000459560780189316,6.56515400270452e-05,0.000525212320216362,0,0.0350579223744422,0.00942300824159978,0.227226886046194
"4",4,0.00661595926992817,0.00380918867056471,0.00728423798406234,0.0161055170106332,0.000801934456960989,0.00046779509989391,6.68278714134158e-05,0.000534622971307327,0,0.0356860833347641,0.00978833687226145,0.237015222918455
"5",5,0.00676038310879365,0.00389234178991151,0.0074432500894799,0.0164570942345381,0.000819440376823473,0.000478006886480359,6.82866980686228e-05,0.000546293584548983,0,0.0364650967686446,0.0100922077121538,0.247107430630609
"6",6,0.00697321991868761,0.00401488419560803,0.00767758556703991,0.0169752121252901,0.00084523877802274,0.000493055953846598,7.04365648352284e-05,0.000563492518681828,0,0.037613125622012,0.0103765366479235,0.257483967278532
"7",7,0.00720201548039208,0.00414661497355909,0.00792949179154281,0.0175321790987323,0.000872971573380857,0.0005092334178055,7.27476311150715e-05,0.000581981048920573,0,0.0388472350154482,0.010660654210022,0.268144621488554
"8",8,0.0075198143478471,0.00432959007906349,0.00827939155470036,0.0183058106851632,0.00091149264822389,0.000531704044797269,7.59577206853243e-05,0.000607661765482595,0,0.0405614228459632,0.010875365691178,0.279019987179732
"9",9,0.00782438655021456,0.00450494983194173,0.00861472862599383,0.0190472440262799,0.000948410490935098,0.000553239453045473,7.90342075779249e-05,0.0006322736606234,0,0.0422042668466119,0.0110096815884868,0.290029668768219
"10",10,0.00809349265308396,0.00465988970935138,0.0089110171634965,0.0197023407009418,0.000981029412495025,0.000572267157288764,8.17524510412521e-05,0.000654019608330018,0,0.0436558088560287,0.0111403806902101,0.301170049458429
