"","Sim.Day","D1.Con.(g/d)","D2.Con.(g/d)","D3.Con.(g/d)","D4.Con.(g/d)","D5.Con.(g/d)","D6.Con.(g/d)","D7.Con.(g/d)","D8.Con.(g/d)","Total.Con.(g/d)","W.Gain.(g/d)","Daily.Weight.(g)","NA"
"1",1,0.00524751214009752,0.003021294868541,0.00577756387142051,0.0127742467248839,0.000636062077587578,0.000371036211926087,5.30051731322982e-05,0.000424041385058386,0,0.0283047624526473,0.00895564916168653,0.208955649161687
"2",2,0.00542208811425197,0.00312180830820569,0.00596977378235824,0.0131992246013609,0.000657222801727511,0.000383379967674381,5.47685668106259e-05,0.000438148534485008,0,0.0292464146768743,0.00924018264021054,0.218195831801897
"3",3,0.005600294549889,0.00322441201357246,0.00616598086805962,0.0136330402679116,0.000678823581804727,0.000395980422719424,5.65686318170606e-05,0.000452549054536486,0,0.0302076493903104,0.0095300710712085,0.227725902873106
"4",4,0.00585705292206501,0.00337224259149198,0.00644867442934431,0.014258078325431,0.000709945808735152,0.000414135055095505,5.91621507279294e-05,0.000473297205823436,0,0.0315925884887143,0.00999249580623218,0.237718398679338
"5",5,0.00612417723856764,0.00352604144038744,0.00674278100003913,0.0149083506514627,0.000742324513765774,0.000433022633030035,6.18603761471479e-05,0.000494883009177184,0,0.033033440862577,0.0104723427225592,0.248190741401897
"6",6,0.00640191962382272,0.00368595372280703,0.00704857817168361,0.0155844710034472,0.000775990257433056,0.000452660983502616,6.46658547860881e-05,0.000517326838288705,0,0.0345315664557711,0.0109699004114454,0.259160641813342
"7",7,0.00669052721872937,0.00385212173199571,0.00736633804890407,0.0162870410072099,0.00081097299620962,0.000473067581122278,6.75810830174684e-05,0.000540648664139748,0,0.0360882983313282,0.0114854359684683,0.270646077781811
"8",8,0.00699024155746441,0.00402468453308558,0.00769632656326891,0.0170166486398881,0.000847302006965382,0.000494259504063139,7.06085005804486e-05,0.000564868004643589,0,0.0377049393099596,0.0120191935678618,0.282665271349673
"9",9,0.00730129795785954,0.00420377761210096,0.00803880280208779,0.0177738667459005,0.000885005813073883,0.000516253390959765,7.37504844228236e-05,0.00059000387538259,0,0.0393827586817879,0.0125713931007946,0.295236664450467
"10",10,0.00762392492851967,0.00438953253460225,0.00839401835564288,0.0185592515936691,0.000924112112547838,0.000539065398986239,7.70093427123199e-05,0.00061607474169856,0,0.0411229890083789,0.0131422288864762,0.308378893336943
"11",11,0.00795834359569957,0.00458207661570582,0.00876221668617429,0.0193733414804404,0.000964647708569644,0.000562711163332292,8.03873090474704e-05,0.000643098472379764,0,0.0429268230313492,0.0137318684645036,0.322110761801447
"12",12,0.00830476715277922,0.00478153260311532,0.00914363252174683,0.0202166553921191,0.00100663844276112,0.000587205758277317,8.38865368967598e-05,0.000671092295174079,0,0.0447954107028698,0.0143404514763117,0.336451213277759
"13",13,0.00866340033497829,0.00498801837468448,0.0095384912779054,0.0210896917245431,0.00105010913151252,0.000612563660048969,8.750909429271e-05,0.000700072754341681,0,0.0467298563523072,0.0149680886429792,0.351419301920738
"14",14,0.00903443892173094,0.00520164665190571,0.00994700850978459,0.0219929270720925,0.00109508350566436,0.000638798711637541,9.12569588053631e-05,0.000730055670442906,0,0.0487312160020639,0.0156148608459679,0.367034162766706
"15",15,0.0094180692689066,0.00542252473058261,0.010369389397079,0.0229268150889545,0.00114158415380686,0.000665924089720668,9.51320128172384e-05,0.000761056102537909,0,0.0508004948444054,0.0162808183166543,0.38331498108336
"16",16,0.00981446787281447,0.00565075422980228,0.0108058282640079,0.0238917854277605,0.00118963246943206,0.000693952273835365,9.91360391193381e-05,0.000793088312954706,0,0.0529386448897266,0.0169659799397517,0.400280961023112
"17",17,0.0102238009676722,0.00588643086017491,0.0112565081361239,0.0248882427596869,0.00123924860214208,0.000722895017916214,0.000103270716845174,0.00082616573476139,0,0.0551465627953228,0.0176703326749313,0.417951293698043
"18",18,0.0106462241579563,0.00612964421215669,0.0117216003355277,0.0259165658794695,0.00129045141308561,0.000752763324299941,0.000107537617757135,0.000860300942057078,0,0.0574250878823099,0.018393831100138,0.436345124798181
"19",19,0.0110818820867869,0.00638047756511974,0.0122012641157553,0.0269771068981378,0.00134325843476205,0.00078356742027786,0.000111938202896837,0.000895505623174699,0,0.0597750003469112,0.0191363970792768,0.455481521877458
"20",20,0.0115309081412342,0.00663900771768032,0.0126956463373185,0.0280701905256308,0.00139768583530112,0.000815316737258984,0.000116473819608426,0.000931790556867413,0,0.0621970196708998,0.0198979195561164,0.475379441433574
"21",21,0.0119934241951753,0.00690530483964642,0.013204881184587,0.0291961134448208,0.00145374838729398,0.000848019892588153,0.000121145698941165,0.000969165591529321,0,0.0646918032345822,0.0206782544754381,0.496057695909012
"22",22,0.0124695403900732,0.00717943234579974,0.0137290899244241,0.030355143777855,0.00151145944122099,0.000881684674045578,0.000125954953435083,0.00100763962748066,0,0.0672599451343343,0.0214772248316506,0.517534920740663
"23",23,0.0129593549538067,0.00746144679158572,0.0142683807067165,0.0315475206451256,0.00157083090349173,0.00091631802703684,0.000130902575290977,0.00104722060232782,0,0.069901975205382,0.0222946208443025,0.539829541584965
"24",24,0.013462954057445,0.00775139779065018,0.0148228484066819,0.0327734538166086,0.00163187321908424,0.000951926044465807,0.000135989434923687,0.0010879154793895,0,0.0726183582492489,0.023130200259166,0.562959741844131
"25",25,0.0139804117096374,0.0080493279540337,0.0153925745085907,0.034033123454774,0.00169459535874393,0.000988513959267292,0.000141216279895328,0.00112973023916262,0,0.0754094934641051,0.0239836887728351,0.586943430616967
"26",26,0.0145117896880845,0.00835527285071531,0.0159776270303152,0.0353266799477612,0.0017590048106769,0.00102608613956153,0.000146583734223075,0.0011726698737846,0,0.0782757140751223,0.0248547805780907,0.611798211195057
"27",27,0.0150571375073604,0.0086692609890863,0.0165780604879019,0.0366542438310491,0.00182510757664974,0.00106464608637901,0.000152092298054145,0.00121673838443316,0,0.0812172871609137,0.0257431390266374,0.637541350221695
"28",28,0.0156164924221845,0.00899131381883354,0.0171939158991729,0.038015905795419,0.001892908172386,0.00110419643389183,0.000157742347698834,0.00126193878159067,0,0.0842344136711773,0.0266483974052079,0.664189747626903
"29",29,0.0161898794650769,0.00932144575262004,0.0178252208251857,0.0394117267786215,0.00196240963213053,0.00114473895207614,0.000163534136010877,0.00130827308808702,0,0.0873272286298087,0.0275701598204776,0.69175990744738
"30",30,0.0167773115171918,0.00965966420686806,0.0184719894482214,0.0408417381378105,0.00203361351723537,0.00118627455172063,0.000169467793102948,0.00135574234482358,0,0.0904958015169743,0.028508002187721,0.720267909635101
"31",31,0.0173787894109983,0.0100059696608779,0.0191342226848366,0.042305941899501,0.00210651992860586,0.00122880329168675,0.000175543327383821,0.00140434661907057,0,0.0937401368229608,0.0294614733176856,0.749729382952787
"32",32,0.0179943020633642,0.0103603557334521,0.0198119083323909,0.0438043110835432,0.00218112752283202,0.00127232438831868,0.000181760626902669,0.00145408501522135,0,0.0970601747660252,0.0304300960957513,0.780159479048538
"33",33,0.0186238266375114,0.0107228092761429,0.020505021247361,0.0453367900973762,0.00225743353181956,0.00131683622689474,0.000188119460984963,0.00150495568787971,0,0.10045579216597,0.0314133687470926,0.811572847795631
"34",34,0.0192673287322296,0.0110933104821928,0.0212135235536669,0.0469032951966398,0.0023354337857248,0.00136233637500613,0.000194619482143733,0.00155695585714987,0,0.103926803464754,0.0324107661812533,0.843983613976884
"35",35,0.0199211683985112,0.0114697636233852,0.021933407630684,0.0484949654953656,0.00241468707860741,0.00140856746252099,0.000201223923217284,0.00160979138573828,0,0.10745357499803,0.0334162054036561,0.87739981938054
"36",36,0.0205888042421073,0.011854160018183,0.0226684814382798,0.0501202204277562,0.00249561263540694,0.00145577403732072,0.000207967719617246,0.00166374175693797,0,0.111054762275609,0.0344348178874325,0.911834637267973
"37",37,0.0212663471741989,0.0122685266114648,0.0238012753649076,0.0512224249284142,0.00271129924571633,0.00152229371871736,0.000214436117192432,0.00171814404983576,5.31022459258244e-06,0.11473005743504,0.0355281102933112,0.947362747561284
"38",38,0.021958354365612,0.0126928093824034,0.0249753123043871,0.0523240270744937,0.00293748090821954,0.00159105436150369,0.000221026043031476,0.00177369235178723,1.09680150708393e-05,0.118484724806509,0.0366389458219573,0.984001693383241
"39",39,0.0226648134351422,0.013127051550405,0.0261913811932597,0.0534238614479678,0.00317443323637166,0.00166209370816466,0.00022773659303578,0.00183038493890052,1.69843892285495e-05,0.122318740492476,0.0377669265608173,1.02176861994406
"40",40,0.0233857030487563,0.0135712911191003,0.0274502601366766,0.0545207422146637,0.0034224304220479,0.0017354488212787,0.00023456677361981,0.00188821936470098,2.33703514850068e-05,0.126232032252329,0.0389116355228928,1.06068025546695
"41",41,0.0241209930906061,0.0140255609246114,0.0287527157965703,0.0556134646723717,0.00368174498000568,0.00181115605710971,0.000241515504215148,0.00194719247467165,3.01368819009193e-05,0.130224480382062,0.0400726376989617,1.10075289316591
"42",42,0.0248706448473013,0.0144898886926638,0.0300995028136905,0.0567008068039889,0.00395264750060512,0.0018892510410636,0.000248581619889798,0.00200730042184776,3.72949254587515e-05,0.13429591866651,0.041249481155496,1.14200237432141
"43",43,0.0256346112043569,0.0149642971040139,0.0314913632638829,0.0577815308308192,0.00423540641120056,0.0019697686450082,0.000255763874070232,0.00206853868337642,4.48553816291454e-05,0.138446135398357,0.0424416981738663,1.18444407249528
"44",44,0.026412836853715,0.0154488038676489,0.0329290261488161,0.05885438476135,0.00453028774655925,0.00205274296644734,0.000263060941353686,0.00213090207795093,5.2829094242886e-05,0.142674874458084,0.043648806426311,1.22809287892159
"45",45,0.0272052585112424,0.0159434218012065,0.0344132069212106,0.0599181039310452,0.0048375549286094,0.00213820730953171,0.000270471420398409,0.00219438478403012,6.12268416857114e-05,0.14698183644896,0.0448703101840804,1.27296318910567
"46",46,0.0280118051430993,0.0164481589180453,0.0359446070444514,0.0609714125289143,0.00515746855576344,0.00222619416788162,0.000277993836879615,0.00225898035875246,7.00593274310794e-05,0.151366679881219,0.046105701553087,1.31906889065875
"47",47,0.0288323981998743,0.0169630185203916,0.0375239135863108,0.0620130251068281,0.00549028620200773,0.00231673520918868,0.000285626646499068,0.00232468175745443,7.93371709238045e-05,0.155829022399478,0.0473544617323514,1.3664233523911
"48",48,0.0296669518573758,0.0174879992979695,0.0391517988463394,0.0630416480677857,0.00583626222589376,0.00240986126155562,0.000293368238036352,0.00239148135370345,8.90708988252905e-05,0.160368442047485,0.0486160622904859,1.41503941468159
"49",49,0.0305153732629773,0.0180230954315213,0.0408289200163315,0.0640559811295595,0.00619564758951133,0.00250560230152586,0.000301216936430053,0.00245937095975486,9.92709366288735e-05,0.164984478564241,0.0498899664554493,1.46492938113704
"50",50,0.0313775627863998,0.0185682967006016,0.0425559188730946,0.0650547187603601,0.00656868968746683,0.00260398744374642,0.00030917100587716,0.00252834184734306,0.000109947600651574,0.169676634705541,0.0511756304127776,1.51610501154982
