"","Sim.Day","D1.Con.(g/d)","D2.Con.(g/d)","D3.Con.(g/d)","D4.Con.(g/d)","D5.Con.(g/d)","D6.Con.(g/d)","D7.Con.(g/d)","D8.Con.(g/d)","Total.Con.(g/d)","W.Gain.(g/d)","Daily.Weight.(g)","NA"
"1",1,0.00608568017510107,0.00350387646445214,0.00670039534430322,0.0148146355777713,0.000737658203042554,0.00043030061844149,6.14715169202129e-05,0.000491772135361704,0,0.0328257900353937,0.0094780358521575,0.209478035852158
"2",2,0.00626708892001391,0.00360832392364438,0.00690012820486381,0.0152562467648824,0.000759647141819867,0.000443127499394922,6.3303928484989e-05,0.000506431427879913,0,0.0338042978109842,0.00976776976545322,0.219245805617611
"3",3,0.00650780549816532,0.0037469183171255,0.00716515958888911,0.0158422335864429,0.000788824908868524,0.000460147863506638,6.5735409072377e-05,0.000525883272579017,0,0.0351027084446494,0.0100846923996408,0.229330498017252
"4",4,0.00673426437884807,0.00387730373327617,0.00741449310398426,0.0163935122757817,0.000816274470163402,0.000476160107595318,6.80228725136169e-05,0.000544182980108936,0,0.0363242139222715,0.0103979779343158,0.239728475951567
"5",5,0.00696955196667853,0.00401277234445129,0.00767354711482789,0.0169662830703993,0.000844794177779215,0.000492796603704542,7.03995148149346e-05,0.000563196118519478,0,0.0375933409111752,0.0107163522303118,0.250444828181879
"6",6,0.00722629451387804,0.0041605938110207,0.00795622325265361,0.017591282604491,0.000875914486530671,0.000510950117142891,7.2992873877556e-05,0.000583942991020448,0,0.0389781946506149,0.0110394833506229,0.261484311532502
"7",7,0.00756809148158344,0.00435738600454805,0.00833254516659189,0.0184233338087032,0.000917344422010114,0.000535117579505899,7.64453685008429e-05,0.000611562948006744,0,0.0408218267794501,0.0113272238850764,0.272811535417578
"8",8,0.00788431199748824,0.00453945236219021,0.00868070714874969,0.0191931231454007,0.000955674181513725,0.000557476605883006,7.96395151261438e-05,0.000637116121009151,0,0.0425275010773609,0.0115611914449955,0.284372726862574
"9",9,0.00810375057237509,0.00466579578409476,0.00892231123625138,0.0197273119994182,0.000982272796651526,0.00057299246471339,8.18560663876272e-05,0.000654848531101019,0,0.043711139450993,0.0119169253292925,0.296289652191866
"10",10,0.00841670764896379,0.00484598319182765,0.00926688013875813,0.0204891570040432,0.00102020698775319,0.000595120742856025,8.50172489794322e-05,0.000680137991835459,0,0.0453992109550169,0.0121217562790725,0.308411408470939
"11",11,0.00863782953367063,0.00497329579211341,0.00951033756737475,0.0210274436122689,0.00104700964044492,0.000610755623592872,8.72508033704104e-05,0.000698006426963284,0,0.0465919289997992,0.0125071387607188,0.320918547231658
"12",12,0.00870982093930037,0.00501474538929417,0.00958960083215902,0.0212026954178929,0.00105573587143035,0.000615845925001036,8.79779892858624e-05,0.0007038239142869,0,0.0469802462786506,0.0130224714286703,0.333941018660328
"13",13,0.00888198820931652,0.00511387199930347,0.00977915873551013,0.0216218096812655,0.00107660463143231,0.000628019368335511,8.97170526193589e-05,0.000717736420954872,0,0.0479089060987377,0.0133818924350434,0.347322911095371
"14",14,0.00909078236676332,0.00523408681722738,0.0100090432118909,0.0221300863675754,0.00110191301415313,0.000642782591589325,9.18260845127608e-05,0.000734608676102088,0,0.0490351291298143,0.0137295572859475,0.361052468381319
"15",15,0.00943402080337695,0.00543170894739887,0.0103869521976575,0.0229656466021601,0.0011435176731366,0.000667051975996349,9.529313942805e-05,0.000762345115424401,0,0.0508865364545788,0.0140957180016609,0.37514818638298
"16",16,0.0098101059298082,0.0056482428080714,0.0108010257206979,0.0238811669604422,0.00118910374906766,0.000693643853622801,9.90919790889717e-05,0.000792735832711775,0,0.052915116833511,0.0144192917843749,0.389567478167355
"17",17,0.0102265377164613,0.00588800656402319,0.0112595213241847,0.0248949049461331,0.00123958032926804,0.000723088525406354,0.000103298360772336,0.000826386886178693,0,0.0551613246524277,0.0146068706980811,0.404174348865436
"18",18,0.0105993339472403,0.00610264681810805,0.0116699737398908,0.0258024190028779,0.00128476775118064,0.000749447854855371,0.000107063979265053,0.000856511834120426,0,0.0571721649275385,0.01470102537298,0.418875374238416
"19",19,0.0108253806671513,0.006232794929572,0.0119188534618131,0.0263526943513482,0.0013121673535941,0.000765430956263224,0.000109347279466175,0.000874778235729402,0,0.0583914472349376,0.01521567182623,0.434091046064646
"20",20,0.0110392012033588,0.00635590372314598,0.0121542720319809,0.0268732069697926,0.00133808499434652,0.000780549580035468,0.00011150708286221,0.00089205666289768,0,0.0595447822484201,0.0157253990126386,0.449816445077284
"21",21,0.0111819911306485,0.00643811610552489,0.0123114851842493,0.0272208066917806,0.00135539286432102,0.000790645837520597,0.000112949405360085,0.000903595242880685,0,0.0603149824622857,0.0162629621087885,0.466079407186073
"22",22,0.0113710605890284,0.0065469742785315,0.0125196525677181,0.0276810666864226,0.00137831037442768,0.000804014385082812,0.000114859197868973,0.000918873582951788,0,0.0613348116620318,0.0166911430857404,0.482770550271813
"23",23,0.0116737990482939,0.00672127823992681,0.0128529706693337,0.0284180360670589,0.00141500594524774,0.00082542013472785,0.000117917162103979,0.000943337296831832,0,0.0629677645635248,0.0170809289369119,0.499851479208725
"24",24,0.0120013161021317,0.00690984866486374,0.0132135702538622,0.0292153250567045,0.00145470498207657,0.000848577906211333,0.000121225415173048,0.000969803321384383,0,0.0647343717024076,0.0174675564981227,0.517319035706848
"25",25,0.0124745076335021,0.00718229227383455,0.0137345589096134,0.0303672357542829,0.00151206153133359,0.000882035893277924,0.000126005127611132,0.00100804102088906,0,0.0672867381443447,0.0177340682625202,0.535053103969368
"26",26,0.0129229433457008,0.00744048253237322,0.0142282911583979,0.031458882285999,0.00156641737523646,0.000913743468887936,0.000130534781269705,0.00104427825015764,0,0.0697055731980227,0.0178684600299948,0.552921563999363
"27",27,0.013310834294206,0.00766381368454289,0.0146553630107925,0.032403142069734,0.00161343445990376,0.000941170101610527,0.000134452871658647,0.00107562297326918,0,0.0717978334657175,0.0179996762400435,0.570921240239406
"28",28,0.0136577379485476,0.00786354609158805,0.0150373074382999,0.0332476247030301,0.00165548338770274,0.000965698642826598,0.000137956948975229,0.00110365559180183,0,0.0736690107527721,0.0182022175131008,0.589123457752507
"29",29,0.0139596661878397,0.00803738356269561,0.0153697334795407,0.0339826217299937,0.00169208075004117,0.000987047104190685,0.000141006729170098,0.00112805383336079,0,0.0752975933768325,0.018645952825746,0.607769410578253
"30",30,0.014223531887011,0.00818930623797604,0.0156602522796384,0.0346249614623197,0.00172406447115285,0.00100570427483916,0.000143672039262737,0.0011493763141019,0,0.0767208689663018,0.0192582513391549,0.627027661917408
"31",31,0.0145975827364468,0.00840466884825728,0.0160720860431586,0.0355355296917544,0.00176940396805416,0.00103215231469826,0.00014745033067118,0.00117960264536944,0,0.0787384765784102,0.0194495319171624,0.646477193834571
"32",32,0.0149456947311573,0.00860509696642395,0.0164553608656177,0.0363829538404942,0.0018115993613524,0.00105676629412223,0.000150966613446034,0.00120773290756827,0,0.0806161715801821,0.0197172721311589,0.66619446596573
"33",33,0.0152168556975001,0.00876121994704554,0.0167539118285607,0.0370430527585609,0.00184446735727274,0.00107593929174243,0.000153705613106062,0.00122964490484849,0,0.082078797398637,0.0203789730071755,0.686573438972905
"34",34,0.0156080288607877,0.00898644085924144,0.0171845974325845,0.0379953025803015,0.00189188228615609,0.00110359800025772,0.000157656857179674,0.00126125485743739,0,0.084188761733946,0.020518106490157,0.707091545463062
"35",35,0.0159830000591544,0.00920233336739196,0.0175974445095741,0.0389081112551133,0.00193733334050356,0.00113011111529374,0.000161444445041964,0.00129155556033571,0,0.0862113336524088,0.0205016207597275,0.72759316622279
"36",36,0.0163175051163696,0.00939492718821284,0.017965737956407,0.0397224114448999,0.0019778794080448,0.00115376298802613,0.000164823284003734,0.00131858627202987,0,0.0880156336579939,0.0208863312544444,0.748479497477234
"37",37,0.0166481596297885,0.00960430053064195,0.0186326042936173,0.0400989930168964,0.00212251508343538,0.00119171330294929,0.000167869295096567,0.00134503289043171,4.15705931832984e-06,0.0898153451021755,0.0214266989210518,0.769906196398286
"38",38,0.0169937127446561,0.00982304743678941,0.0193285560448691,0.0404939036387925,0.00227333551121525,0.00123132728119502,0.000171053487061266,0.0013726720054609,8.4882179415409e-06,0.0916960963679812,0.0217628603279736,0.791669056726259
"39",39,0.0173048572183897,0.0100226614892837,0.0199974340489837,0.0407897597329734,0.00242371789478521,0.00126902850472075,0.000173879623459692,0.00139752088024041,1.29677851257266e-05,0.0933918271779624,0.0225698089256301,0.81423886565189
"40",40,0.0175129175386177,0.0101631711377613,0.0205567538929641,0.0408291023177264,0.00256296514319115,0.00129963046380004,0.000175660682731615,0.00141403617243776,1.75014211696835e-05,0.0945317387703998,0.0236205978185665,0.837859463470456
"41",41,0.0178522940437578,0.0103805194427221,0.0212802986605421,0.0411603253810462,0.00272491243334372,0.00134046265712201,0.000178749099640279,0.00144114516707724,2.2304739910014e-05,0.0963810116251614,0.0241726019702494,0.862032065440705
"42",42,0.0182230485084158,0.010616931975393,0.0220543014956283,0.0415454267148815,0.00289615679780058,0.00138427907990543,0.000182139021539842,0.00147077541345955,2.73264822816336e-05,0.0984003854893057,0.0246634347317198,0.886695500172425
