"","Sim.Day","D1.Con.(g/d)","D2.Con.(g/d)","D3.Con.(g/d)","D4.Con.(g/d)","D5.Con.(g/d)","D6.Con.(g/d)","D7.Con.(g/d)","D8.Con.(g/d)","Total.Con.(g/d)","W.Gain.(g/d)","Daily.Weight.(g)"
"1",1,0.00508774052473746,0.00292930515060642,0.00560165370905438,0.0123853077420377,0.000616695821180297,0.00035973922902184,5.13913184316915e-05,0.000411130547453532,0.0274429640425233,0.00784294934022973,0.20784294934023
"2",2,0.00528723737873714,0.00304416697563654,0.00582130176042777,0.012870951598744,0.000640877258028743,0.000373845067183433,5.3406438169062e-05,0.000427251505352497,0.0285190379822791,0.00814148041503588,0.215984429755266
"3",3,0.00549148879167138,0.00316176627399262,0.00604618462921396,0.0133681696847758,0.000665635005051076,0.000388287086279794,5.54695837542564e-05,0.000443756670034052,0.029620757724773,0.00844354087534735,0.224427970630613
"4",4,0.00571665057339555,0.00329140487559139,0.0062940900252537,0.0139162907897811,0.000692927342229763,0.000404207616300695,5.77439451858137e-05,0.00046195156148651,0.0308352667292245,0.00877357230727913,0.233201542937892
"5",5,0.00612620089631724,0.00352720657666751,0.00674500906766243,0.0149132769294188,0.00074256980561421,0.000433165719941622,6.18808171345176e-05,0.000495046537076141,0.0330443563498324,0.00934200354355163,0.242543546481444
"6",6,0.006387779084482,0.00367781220015631,0.00703300929503575,0.0155500480743451,0.000774276252664484,0.000451661147387615,6.45230210553737e-05,0.000516184168442991,0.0344552932435696,0.00968527671807038,0.252228823199514
"7",7,0.00656527423378912,0.00378000637703011,0.00722843324730319,0.0159821322256887,0.000795790816216862,0.000464211309459836,6.63159013514052e-05,0.000530527210811243,0.0354126913216505,0.00993628905349974,0.262165112253014
"8",8,0.00667895209458338,0.00384545726657832,0.00735359372029888,0.0162588631797434,0.00080956995085859,0.000472249138000844,6.74641625715493e-05,0.000539713300572395,0.0360258628132074,0.0101170668712712,0.272282179124285
"9",9,0.00681230888205245,0.00392223844724233,0.00750042089034059,0.0165834993997439,0.000825734409945751,0.000481678405801688,6.88112008288127e-05,0.000550489606630502,0.036745181242586,0.0103141616001137,0.282596340724399
"10",10,0.00688035678658943,0.00396141754379392,0.00757534232058837,0.0167491513693743,0.000833982640798718,0.000486489873799252,6.94985533998932e-05,0.000555988427199146,0.037112227515543,0.0104199683804081,0.293016309104807
"11",11,0.00680166578339397,0.00391611060256018,0.00748870273121156,0.0165575904424035,0.000824444337381087,0.000480925863472301,6.87036947817573e-05,0.000549629558254059,0.0366877730134585,0.0102846095172771,0.303300918622084
"12",12,0.00707785240507291,0.00407512714231472,0.00779278699144393,0.0172299235315412,0.000857921503645201,0.0005004542104597,7.14934586371001e-05,0.000571947669096802,0.0381775069122115,0.0106866637079662,0.31398758233005
"13",13,0.00749132501256452,0.00431318712844625,0.00824802450878318,0.0182364578588692,0.000908039395462366,0.000529689647353046,7.56699496218639e-05,0.000605359596974912,0.0404077530980754,0.0112666917921445,0.325254274122195
"14",14,0.00803580348913027,0.00462667473616593,0.00884750081126466,0.0195619054634384,0.000974036786561244,0.000568188125494059,8.11697322134371e-05,0.000649357857707498,0.0433446370019755,0.0119001815131876,0.337154455635382
"15",15,0.00837989045640771,0.00482478541429536,0.00922634403786306,0.0203995313130734,0.00101574429774639,0.000592517507018726,8.46453581455325e-05,0.000677162865164261,0.0452006212497144,0.0122612437590281,0.34941569939441
"16",16,0.00864986073693477,0.00498022284853821,0.00952358404369587,0.0210567316929423,0.0010484679681133,0.000611606314732761,8.73723306761088e-05,0.000698978645408871,0.0466568245810422,0.0125693918789771,0.361985091273388
"17",17,0.00895715590232046,0.0051571503680027,0.00986191912477709,0.0218047936612044,0.00108571586694793,0.000633334255719628,9.04763222456612e-05,0.000723810577965291,0.0483143560791832,0.0128698767254946,0.374854967998882
"18",18,0.00910648629165813,0.0052431284709547,0.0100263333918256,0.0221683151140365,0.00110381652020099,0.000643892970117241,9.19847100167489e-05,0.000735877680133992,0.049119835148944,0.0131686733437265,0.388023641342609
"19",19,0.00914685327566775,0.00526637006780872,0.0100707778489675,0.0222665822165246,0.00110870948795973,0.00064674720130984,9.23924573299773e-05,0.00073913965863982,0.049337572214208,0.0133890876175725,0.401412728960181
"20",20,0.009262682961223,0.00533305988676477,0.0101983075027607,0.022548551451058,0.00112274944984521,0.000654937179076373,9.35624541537677e-05,0.000748499633230142,0.049962350518112,0.0136063263262877,0.415019055286469
"21",21,0.00916717625504278,0.00527807117714586,0.0100931536545421,0.0223160553279325,0.00111117287939912,0.000648184179649489,9.25977399499271e-05,0.000740781919599418,0.0494471931332611,0.0135597163627876,0.428578771649256
"22",22,0.00948804941693376,0.00546281633096187,0.0104464382469271,0.0230971708028388,0.00115006659599197,0.000670872180995315,9.58388829993309e-05,0.000766711063994648,0.0511779635216428,0.0139786112287392,0.442557382877996
"23",23,0.00970428359479343,0.00558731479700229,0.0106845142609342,0.0236235590539921,0.0011762767993689,0.000686161466298524,9.8023066614075e-05,0.000784184532912601,0.0523443175719161,0.0142702165845736,0.456827599462569
"24",24,0.010670406029439,0.00614356710785885,0.0117482248202915,0.0259754328595435,0.00129338254902291,0.000754473153596698,0.000107781879085243,0.000862255032681943,0.0575555234315197,0.0149802419247136,0.471807841387283
"25",25,0.0109296353589058,0.00629282035815789,0.0120336389305125,0.0266064860757202,0.00132480428592797,0.00077280250012465,0.000110400357160664,0.000883202857285317,0.0589537907237949,0.0152969104268899,0.487104751814173
"26",26,0.0109213579595253,0.00628805458275703,0.0120245254301845,0.0265863360428849,0.00132380096479095,0.000772217229461386,0.000110316747065912,0.000882533976527301,0.0589091429331974,0.0156253727884374,0.50273012460261
"27",27,0.0112051070404106,0.00645142526569094,0.0123369360343914,0.0272770787549389,0.00135819479277704,0.000792280295786604,0.000113182899398086,0.000905463195184693,0.0604396682785782,0.0159623493835515,0.518692473986162
"28",28,0.0115923355221185,0.00667437499758337,0.0127632785041506,0.0282197258669753,0.0014051315784386,0.000819660087422516,0.000117094298203217,0.000936754385625735,0.0625283552405178,0.0163064652930621,0.534998939279224
"29",29,0.0119065811954492,0.00685530432465259,0.0131092661646865,0.0289847077586188,0.00144322196308475,0.000841879478466104,0.000120268496923729,0.000962147975389835,0.0642233773572715,0.0166305740931071,0.551629513372331
"30",30,0.0120366181721107,0.00693017409909406,0.0132524381894957,0.0293012624189766,0.0014589840208619,0.000851074012169443,0.000121582001738492,0.000972656013907938,0.0649247889283548,0.0169726054704054,0.568602118842736
"31",31,0.012288162564198,0.00707500268847766,0.0135293911060362,0.0299136078583003,0.00148947425020582,0.000868859979286727,0.000124122854183818,0.000992982833470548,0.0662816041341591,0.0173089294667091,0.585911048309445
"32",32,0.0125733748196931,0.00723921580527784,0.0138434126802681,0.0306079124398589,0.00152404543269007,0.000889026502402538,0.000127003786057506,0.00101603028846005,0.0678200217547081,0.0176528664160153,0.603563914725461
"33",33,0.0125694166026262,0.00723693683181513,0.0138390546432956,0.0305982767801306,0.00152356564880318,0.000888746628468521,0.000126963804066932,0.00101571043253546,0.0677986713717416,0.0178813621640398,0.621445276889501
"34",34,0.0129651752190288,0.00746479785338023,0.0142747888775166,0.031561689169555,0.00157153639018531,0.000916729560941428,0.000130961365848776,0.00104769092679021,0.0699333693632463,0.0182954253371831,0.639740702226684
"35",35,0.0135182153667282,0.00778321490811627,0.0148836916663978,0.0329079788220354,0.00163857155960342,0.00095583340976866,0.000136547629966952,0.00109238103973562,0.0729164344023523,0.0186879647718215,0.658428666998505
"36",36,0.0139935096970887,0.00805686921953595,0.0154069955250775,0.0340650084545292,0.00169618299358651,0.000989440079592131,0.000141348582798876,0.00113078866239101,0.0754801432145999,0.0189439718046725,0.677372638803178
"37",37,0.0143518521046786,0.00826318757542105,0.0158015341354543,0.0349373369416925,0.00173961843693074,0.00101477742154293,0.000144968203077562,0.0011597456246205,0.0774130204434181,0.0192235217815724,0.69659616058475
"38",38,0.0144536074294066,0.00832177397450683,0.0159135677758113,0.0351850443483534,0.00175195241568564,0.00102197224248329,0.00014599603464047,0.00116796827712376,0.0779618824980112,0.0197225450923213,0.716318705677071
"39",39,0.0145819471727696,0.00839566655401891,0.0160548711296151,0.0354974673599747,0.0017675087482145,0.00103104676979179,0.000147292395684542,0.00117833916547634,0.0786541392955455,0.020111597439912,0.736430303116984
"40",40,0.0148153520768804,0.00853005119577966,0.0163118522866664,0.0360656550558403,0.00179580025174308,0.00104755014685013,0.00014965002097859,0.00119720016782872,0.0799131112025672,0.0204682544769662,0.75689855759395
"41",41,0.0151831811461572,0.00874183156899964,0.0167168358073853,0.0369610773355949,0.0018403855934736,0.0010735582628596,0.0001533654661228,0.0012269237289824,0.0818971589095755,0.0208383062841129,0.777736863878063
"42",42,0.0155099402190575,0.0089299655806695,0.0170766008472452,0.0377565211393219,0.00187999275382515,0.00109666243973134,0.000156666062818763,0.0012533285025501,0.0836596775452194,0.0212044836027222,0.798941347480785
"43",43,0.0158501185343652,0.00912582582281635,0.0174511406085435,0.0385846319876972,0.00192122648901396,0.00112071545192481,0.00016010220741783,0.00128081765934264,0.0854945787611215,0.0215700648944194,0.820511412375204
"44",44,0.0162316191096333,0.00934547766918281,0.0178711765954548,0.0395133354082992,0.00196746898298585,0.00114769024007508,0.000163955748582154,0.00131164598865724,0.0875523697428704,0.0219241791885327,0.842435591563737
"45",45,0.0167939741019475,0.00966925781627282,0.0184903351223463,0.0408823005916096,0.00203563322447848,0.00118745271427911,0.000169636102039874,0.00135708881631899,0.0905856784892927,0.0221184206576782,0.864554012221415
"46",46,0.0172877589350192,0.00995355817470803,0.0190339972112838,0.042084342457976,0.00209548593151747,0.00122236679338519,0.000174623827626456,0.00139699062101165,0.0932491239525278,0.0222013612750844,0.8867553734965
"47",47,0.0175620885888472,0.0101115055511545,0.0193360369311551,0.0427521550496181,0.00212873801076936,0.00124176383961546,0.00017739483423078,0.00141915867384624,0.0947288414792368,0.022652376702413,0.909407750198913
"48",48,0.0180322074074805,0.0103821800224888,0.0198536424991452,0.0438965857091193,0.00218572210999764,0.00127500456416529,0.00018214350916647,0.00145714807333176,0.097264633894895,0.0226691916954401,0.932076941894353
"49",49,0.018299476828829,0.0105360624165986,0.0201479088317411,0.0445472112701798,0.00221811840349443,0.00129390240203841,0.000184843200291202,0.00147874560232962,0.0987062689555022,0.0231794850833411,0.955256426977694
"50",50,0.0182499232181764,0.0105075315498592,0.020093349805871,0.0444265807634396,0.0022121119052335,0.00129039861138621,0.000184342658769459,0.00147474127015567,0.098438979782891,0.0240868299127943,0.979343256890488
"51",51,0.0184110484571711,0.0106003006268561,0.0202707503215318,0.0448188149310933,0.00223164223723285,0.0013017913050525,0.000185970186436071,0.00148776149148857,0.0993080795568622,0.0245490058585112,1.003892262749
"52",52,0.0186463467264014,0.0107357753879281,0.0205298160927046,0.0453916117279065,0.0022601632395638,0.00131842855641222,0.000188346936630317,0.00150677549304254,0.100577264160589,0.0249525548556415,1.02884481760464
"53",53,0.0191519539243334,0.011026882562495,0.0210864947247712,0.0466224332905491,0.00232144896052526,0.0013541785603064,0.000193454080043772,0.00154763264035018,0.103304478743374,0.0253013785072903,1.05414619611193
"54",54,0.0197142756067734,0.0113506435311726,0.0217056165771546,0.0479913173861858,0.00238960916445738,0.0013939386792668,0.000199134097038115,0.00159307277630492,0.106337607818354,0.025530607327809,1.07967680343974
"55",55,0.020346758749657,0.0117148004922268,0.022401986906188,0.0495309985723973,0.0024662737878372,0.0014386597095717,0.000205522815653101,0.00164418252522481,0.109749183558756,0.0254367424708056,1.10511354591055
"56",56,0.0208827321663611,0.0120233912472988,0.0229920990518521,0.0508357419403336,0.00253124026258922,0.00147655681984371,0.000210936688549102,0.00168749350839282,0.11264019168522,0.0251769116497802,1.13029045756033
"57",57,0.0211249432517263,0.0121628461146303,0.0232587759034158,0.0514253669057175,0.00256059918202742,0.00149368285618266,0.000213383265168952,0.00170706612135162,0.113946663600221,0.025916272499218,1.15620673005954
"58",58,0.0213399482481915,0.0122866368701709,0.0234954985762917,0.0519487629072138,0.00258666039372018,0.0015088852296701,0.000215555032810015,0.00172444026248012,0.115106387520548,0.0266394283365543,1.1828461583961
