"","Sim.Day","D1.Con.(g/d)","D2.Con.(g/d)","D3.Con.(g/d)","D4.Con.(g/d)","D5.Con.(g/d)","D6.Con.(g/d)","D7.Con.(g/d)","D8.Con.(g/d)","Total.Con.(g/d)","W.Gain.(g/d)","Daily.Weight.(g)"
"1",1,0.00578455203278834,0.00333049965524178,0.00636885021791849,0.0140815862616363,0.000701157822156162,0.000409008729591094,5.84298185130136e-05,0.000467438548104109,0.0312015230859493,0.00945760525941596,0.209457605259416
"2",2,0.00598478268690505,0.00344578397124837,0.00658930619063285,0.0145690164398396,0.000725428204473339,0.000423166452609448,6.04523503727783e-05,0.000483618802982227,0.0322815550990637,0.00976431949229449,0.21922192475171
"3",3,0.00637523302974749,0.00367058871409705,0.00701919596204523,0.0155195066683752,0.000772755518757271,0.000450774052608408,6.43962932297726e-05,0.000515170345838182,0.0343876205846986,0.0103479408417794,0.22956986559349
"4",4,0.00660454430283233,0.00380261641678226,0.00727166998998712,0.0160777290604302,0.000800550824585736,0.000466987981008346,6.67125687154781e-05,0.000533700549723825,0.0356245116940653,0.0106933293225449,0.240263194916035
"5",5,0.00647480015181577,0.00372791523892424,0.00712882036917091,0.0157618872382586,0.000784824260826154,0.000457814152148589,6.54020217355129e-05,0.000523216173884104,0.0349246796067639,0.0104970725008326,0.250760267416867
"6",6,0.00647898925078991,0.0037303271443942,0.00713343260945557,0.0157720849438421,0.000785332030398776,0.000458110351065953,6.54443358665647e-05,0.000523554686932519,0.0349472753527456,0.0104594094989489,0.261219676915816
"7",7,0.00677435056933456,0.00390038366113203,0.0074586284046209,0.0164910958304003,0.000821133402343583,0.000478994484700423,6.8427783528632e-05,0.000547422268229056,0.0365404364042895,0.0109299441237997,0.272149621039616
"8",8,0.00708419559814384,0.0040787792837798,0.00779977091108768,0.0172453650419462,0.000858690375532587,0.000500902719060675,7.15575312943823e-05,0.000572460250355059,0.0382117217112002,0.0114164434473154,0.283566064486931
"9",9,0.00781641085265929,0.00450035776365233,0.00860594730242287,0.0190278284393019,0.000947443739716277,0.000552675514834494,7.89536449763564e-05,0.000631629159810853,0.0421612464173744,0.0124800002205358,0.296046064707467
"10",10,0.00820292130170066,0.00472289408279736,0.00903149921096337,0.0199687276132309,0.00099429349111523,0.000580004536483884,8.28577909262693e-05,0.000662862327410155,0.0442460603546279,0.0129855449490425,0.30903160965651
"11",11,0.00848228422042228,0.00488373939963708,0.00933908060632354,0.0206487929002199,0.00102815566308149,0.000599757470130867,8.5679638590124e-05,0.000685437108720993,0.0457529270071263,0.0133828220819647,0.322414431738474
"12",12,0.00864413411744057,0.00497692570398095,0.00951727897778813,0.0210427911343756,0.00104777383241704,0.000611201402243272,8.73144860347533e-05,0.000698515888278027,0.0466259355425583,0.0136763970445882,0.336090828783063
"13",13,0.00909961307565724,0.00523917116477237,0.0100187659115822,0.0221515833457919,0.00110298340310997,0.000643406985147481,9.19152835924974e-05,0.000735322268739981,0.0490827614383937,0.0142189390873415,0.350309767870404
"14",14,0.00927292385535931,0.00533895615914629,0.0102095828306481,0.0225734813044606,0.00112399077034658,0.000655661282702173,9.36658975288819e-05,0.000749327180231057,0.050017589280423,0.0145450131242993,0.364854780994703
"15",15,0.00901096280426129,0.00518813009942318,0.00992116106731801,0.0219357781396664,0.00109223791566803,0.000637138784139687,9.10198263056696e-05,0.000728158610445358,0.0486045872472277,0.0142999772157829,0.379154758210486
