"","Sim.Day","D1.Con.(g/d)","D2.Con.(g/d)","D3.Con.(g/d)","D4.Con.(g/d)","D5.Con.(g/d)","D6.Con.(g/d)","D7.Con.(g/d)","D8.Con.(g/d)","D9.Con.(g/d)","Total.Con.(g/d)","W.Gain.(g/d)","Daily.Weight.(g)"
"1",1,0.00105502129406983,0.000815414793276328,0.00690091811971244,0.00252276792196722,0.0062360414421179,0.00339965244581362,0.000288531388390086,0.000100358743787856,5.01793718939278e-05,0.0213688855210292,0.00827568548525677,0.208275685485257
"2",2,0.00108586260118493,0.000839251713163146,0.0071026518063238,0.00259651568487859,0.0064183388709754,0.00349903406564943,0.000296965990811575,0.000103292518543156,5.16462592715781e-05,0.0219935595108016,0.00850051799981429,0.216776203485071
"3",3,0.00108185739128366,0.000836156128816146,0.00707645363787327,0.00258693842315272,0.00639466479437703,0.00348612786014117,0.000295870630196483,0.000102911523546603,5.14557617733012e-05,0.0219124361511604,0.00838849317169442,0.225164696656766
"4",4,0.00108078429146187,0.000835326741320117,0.00706943446769534,0.00258437242583808,0.00638832189400355,0.00348266995227311,0.000295577154620965,0.000102809445085553,5.14047225427763e-05,0.0218907010948413,0.00829920156146049,0.233463898218226
"5",5,0.0011035604270367,0.000852930175474261,0.00721841368505218,0.00263883474289036,0.00652294754197317,0.00355606273159269,0.000301806062090893,0.000104976021596832,5.2488010798416e-05,0.0223520193985055,0.00844543733568555,0.241909335553912
"6",6,0.00121873305033472,0.000941945877190925,0.00797176041604198,0.00291423562927838,0.00720371223925553,0.00392718973413448,0.000333303925775251,0.000115931800269652,5.7965900134826e-05,0.0246847785724157,0.00948649989808311,0.251395835451995
"7",7,0.00126389282778157,0.000976849391269941,0.00826715154057839,0.00302222173206746,0.00747064357538906,0.00407271053898699,0.000345654399987826,0.00012022761738707,6.01138086935347e-05,0.0255994654321418,0.00983603011214102,0.261231865564136
"8",8,0.00132629735599318,0.00102508119072006,0.00867534096946315,0.00317144349928928,0.00783950553702988,0.00427380004130979,0.000362721036716329,0.000126163838857853,6.30819194289266e-05,0.0268634353888084,0.0103385047416321,0.271570370305768
"9",9,0.00136426478692001,0.00105442581628776,0.00892368679292149,0.00326223125623797,0.00806392420425609,0.0043961445571382,0.000373104519609516,0.00012977548508157,6.4887742540785e-05,0.0276324451609934,0.0106142669185003,0.282184637224268
"10",10,0.00137809728484565,0.00106511680755014,0.00901416547435901,0.0032953075384359,0.00814568561589505,0.00444071776686292,0.000376887485748514,0.000131091299390787,6.55456496953934e-05,0.0279126149227834,0.010669068318714,0.292853705542982
"11",11,0.00141671007693986,0.00109496022593449,0.0092667326197933,0.00338763848362194,0.00837391889710826,0.00456514186504997,0.000387447464561437,0.00013476433549963,6.73821677498148e-05,0.0286946961362587,0.0109489040078838,0.303802609550866
"12",12,0.00144059375176927,0.00111341966545782,0.00942295627643611,0.00344474914959334,0.00851509101075512,0.00464210352829338,0.000393979266238922,0.000137036266517885,6.85181332589426e-05,0.0291784470483208,0.0110911710459318,0.314893780596798
"13",13,0.00143549382168718,0.00110947798346809,0.00938959751855077,0.00343255419192975,0.00848494623972294,0.0046256697464593,0.000392584517227173,0.000136551136426843,6.82755682134211e-05,0.0290751507236855,0.0109575830284451,0.325851363625243
"14",14,0.00150196197059717,0.00116085051235215,0.00982436718222951,0.00359149289283103,0.00887782753369623,0.00483985367457589,0.000410762488986146,0.000142873909212572,7.1436954606286e-05,0.030421427119087,0.0114993321153153,0.337350695740558
"15",15,0.00157041872610778,0.00121376001423313,0.0102721443666099,0.0037551867517274,0.0092824631242352,0.00506044559780273,0.000429484312728645,0.000149385847905616,7.46929239528076e-05,0.0318079816653032,0.0120489694996731,0.349399665240231
"16",16,0.00160781149654149,0.00124266049078712,0.0105167313228,0.00384460037995831,0.00950348507646585,0.00518093835389709,0.000439710635201598,0.000152942829635338,7.6471414817669e-05,0.0325653520001044,0.0123083198087766,0.361707985049008
"17",17,0.00173074375836959,0.00133767353500623,0.0113208340247219,0.00413855612138079,0.0102301156038707,0.00557706966133366,0.000473330635463743,0.000164636742769997,8.23183713849984e-05,0.0350552784543016,0.0133176376651203,0.375025622714128
"18",18,0.00181939592479359,0.0014061918562614,0.0119007098481445,0.00435054126606409,0.0107541226422699,0.00586273835456675,0.00049757557990788,0.00017306976692448,8.65348834622396e-05,0.0368508801223948,0.0139918954487235,0.389017518162852
"19",19,0.00187855806660889,0.00145191764957881,0.0122876907543585,0.00449200983585074,0.0111038194400866,0.0060533797390132,0.000513755476004811,0.000178697556871238,8.93487784356188e-05,0.0380491772968084,0.0144191708861212,0.403436689048973
