"","Sim.Day","D1.Con.(g/d)","D2.Con.(g/d)","D3.Con.(g/d)","D4.Con.(g/d)","D5.Con.(g/d)","D6.Con.(g/d)","D7.Con.(g/d)","D9.Con.(g/d)","Total.Con.(g/d)","W.Gain.(g/d)","Daily.Weight.(g)"
"1",1,0.00765334172630114,0.00639180188130645,0.00719498224928639,0.00508821070814526,0.000841026563329795,0.000168205312665959,0.00639180188130645,0,0.0337714216505079,0.0133230256664353,0.213323025666435
"2",2,0.00792532361007306,0.00661895158643465,0.0074506751081511,0.00526903382867495,0.000870914682425611,0.000174182936485122,0.00661895158643465,0,0.0349715790728004,0.0138111005776387,0.227134126244074
"3",3,0.00847208341085341,0.00707558614532812,0.00796468940437921,0.00563253897095199,0.000930998177016857,0.000186199635403372,0.00707558614532812,0,0.0373842317981119,0.0146254326308119,0.241759558874886
"4",4,0.00876567989977846,0.00732078760860618,0.00824070236731919,0.0058277322410615,0.000963261527448181,0.000192652305489636,0.00732078760860618,0,0.0386797666346817,0.0151592670467789,0.256918825921665
"5",5,0.00864330539985262,0.00721858472954724,0.00812565688964165,0.00574637337023169,0.000949813780203584,0.000189962756040717,0.00721858472954724,0,0.0381397723440749,0.015051557102837,0.271970383024502
"6",6,0.00897208846568457,0.00749317278452777,0.00843474910153092,0.00596495991399908,0.000985943787437864,0.000197188757487573,0.00749317278452777,0,0.0395905727845674,0.0155915821987203,0.287561965223222
"7",7,0.00908664552568343,0.00758884681265868,0.00854244532661776,0.00604112147586645,0.000998532475349826,0.000199706495069965,0.00758884681265868,0,0.0400960715476723,0.0157516997247511,0.303313664947973
"8",8,0.00927206556698624,0.00774370311088961,0.00871676054127112,0.00616439523958975,0.00101890830406442,0.000203781660812884,0.00774370311088961,0,0.0409142629497068,0.0160204806658494,0.319334145613823
"9",9,0.00972691695863583,0.00812357899842113,0.00914437083309114,0.00646679643953261,0.00106889197347646,0.000213778394695293,0.00812357899842113,0,0.0429213571949474,0.0167833396495332,0.336117485263356
"10",10,0.0101968606616142,0.00851605945365583,0.00958616955605599,0.0067792315387655,0.00112053413863892,0.000224106827727785,0.00851605945365583,0,0.044995048337046,0.0175653195423484,0.353682804805704
"11",11,0.0107122956256777,0.00894653261045608,0.0100707350634805,0.00712191082806044,0.00117717534348106,0.000235435068696213,0.00894653261045608,0,0.0472694759174821,0.0184187356338289,0.372101540439533
"12",12,0.011583561886716,0.00967418355374083,0.0108898210924017,0.00770115927633316,0.00127291888865011,0.000254583777730022,0.00967418355374083,0,0.0511140579737451,0.0198273297599735,0.391928870199507
"13",13,0.0121893122520588,0.0101800849577634,0.0114592930017982,0.00810388342032484,0.00133948486286361,0.000267896972572722,0.0101800849577634,0,0.0537870146682882,0.0207701435756097,0.412699013775116
"14",14,0.0126419056642817,0.0105580750602793,0.0118847805448275,0.00840478343614336,0.00138922040266832,0.000277844080533665,0.0105580750602793,0,0.0557841452691465,0.0214949425274166,0.434193956302533
"15",15,0.0129744473440683,0.0108358021774636,0.0121974062668686,0.00862586883863881,0.00142576344440311,0.000285152688880622,0.0108358021774636,0,0.0572515311100068,0.0220487669051642,0.456242723207697
"16",16,0.0133459368825981,0.0111460571766754,0.0125466472561128,0.00887284814722183,0.00146658647061518,0.000293317294123036,0.0111460571766754,0,0.0588907797275525,0.0226489772679534,0.478891700475651
"17",17,0.0128941974143234,0.0107687802581162,0.0121219625142348,0.00857251586336886,0.00141694477080477,0.000283388954160954,0.0107687802581162,0,0.0568974172716655,0.0218315750007892,0.50072327547644
"18",18,0.0130496910609523,0.0108986430838722,0.0122681436292798,0.00867589350755617,0.00143403198472003,0.000286806396944005,0.0108986430838722,0,0.0575835543464327,0.0220013127055376,0.522724588181977
"19",19,0.0138427864901801,0.0115610084972933,0.0130137404860979,0.00920317123797688,0.00152118532859122,0.000304237065718244,0.0115610084972933,0,0.0610831968695804,0.0233504474106198,0.546075035592597
"20",20,0.0148764344590016,0.0124242749327925,0.0139854831644789,0.00989037675570983,0.0016347730174727,0.00032695460349454,0.0124242749327925,0,0.0656443105166162,0.0250613430989525,0.57113637869155
"21",21,0.0162104871588167,0.0135384288359348,0.0152396393015029,0.0107773019022902,0.00178137221525458,0.000356274443050916,0.0135384288359348,0,0.0715310013035477,0.0270393339872925,0.598175712678842
"22",22,0.0170378260284218,0.014229393166594,0.016017428755291,0.0113273458760386,0.00187228857455184,0.000374457714910368,0.014229393166594,0,0.0751817477111291,0.0281847853422705,0.626360498021113
"23",23,0.0177562862590755,0.0148294258867004,0.0166928603237792,0.0118050035019129,0.00195124024825006,0.000390248049650011,0.0148294258867004,0,0.078352052168481,0.029187145003722,0.655547643024835
"24",24,0.0185992985151347,0.0155334800785741,0.0174853844831843,0.012365467694128,0.00204387895770711,0.000408775791541423,0.0155334800785741,0,0.0820719595467291,0.0302375102259314,0.685785153250766
"25",25,0.0189740762573634,0.015846481269886,0.0178377167452466,0.0126146331161592,0.00208506332498499,0.000417012664996999,0.015846481269886,0,0.0837257178147724,0.0310166733543503,0.716801826605116
"26",26,0.0188506209952436,0.0157433757762474,0.0177216552323416,0.012532555716618,0.00207149681266413,0.000414299362532825,0.0157433757762474,0,0.083180954512528,0.0311534313046137,0.74795525790973
"27",27,0.0191630199476069,0.0160042803958035,0.0180153445771183,0.0127402495256068,0.00210582636786889,0.000421165273573777,0.0160042803958035,0,0.0845594578017751,0.031666082896264,0.779621340805994
"28",28,0.019576441341522,0.0163495554061063,0.0184040061183209,0.0130151066061767,0.00215125729027714,0.000430251458055427,0.0163495554061063,0,0.0863837364910784,0.0323003369684157,0.81192167777441
"29",29,0.0202231634382763,0.0168896749594395,0.0190119959576323,0.0134450701979749,0.00222232565255783,0.000444465130511567,0.0168896749594395,0,0.0892374865784598,0.0332742962717585,0.845195974046168
"30",30,0.0207125663440626,0.0172984070565798,0.0194720884696105,0.0137704424595142,0.00227610619165523,0.000455221238331046,0.0172984070565798,0,0.0913970441259158,0.0340111779305897,0.879207151976758
"31",31,0.0232502368137789,0.019417780196123,0.0218577775760306,0.0154575750245453,0.00255497107843724,0.000510994215687448,0.019417780196123,0,0.102594863654647,0.0367724547529983,0.915979606729756
"32",32,0.0238587448024315,0.0199259846701625,0.0224298419543737,0.0158621325334846,0.00262184008817928,0.000524368017635856,0.0199259846701625,0,0.105279988740839,0.0377699866666478,0.953749593396404
"33",33,0.0242739239557301,0.0202727276992911,0.0228201559825572,0.0161381582343041,0.00266746417095935,0.00053349283419187,0.0202727276992911,0,0.107112023784873,0.0386841643681202,0.992433757764524
"34",34,0.0253235606713384,0.021149347373865,0.023806929839923,0.0168359936331425,0.00278280886498224,0.000556561772996447,0.021149347373865,0,0.111743689973362,0.0398076588044856,1.03224141656901
"35",35,0.0261511565642777,0.0218405263613748,0.0245849609238896,0.0173862084850418,0.00287375346860194,0.000574750693720388,0.0218405263613748,0,0.115395570531711,0.0408389045027539,1.07308032107176
"36",36,0.0267503226541906,0.0223409288100932,0.0251482428908352,0.0177845551711926,0.0029395958960649,0.000587919179212979,0.0223409288100932,0,0.118039473206486,0.0418814126480708,1.11496173371983
"37",37,0.0272213668495632,0.022734328357877,0.0255910761975838,0.0180977219164679,0.00299135899445749,0.000598271798891499,0.022734328357877,0,0.120118020422441,0.0428511386988765,1.15781287241871
"38",38,0.0279318720381649,0.0233277173065992,0.0262590291523627,0.0185700907506481,0.00306943648771043,0.000613887297542085,0.0233277173065992,0,0.123253222164012,0.043890643131743,1.20170351555045
"39",39,0.0281216402334113,0.0234862050301018,0.0264374321095422,0.0186962553200152,0.00309029013553971,0.000618058027107941,0.0234862050301018,0,0.124090600392597,0.0445420412470677,1.24624555679752
"40",40,0.0283420092156559,0.0236702494548335,0.0266446031692238,0.0188427643686504,0.00311450650721493,0.000622901301442987,0.0236702494548335,0,0.125063008797216,0.0450417734727247,1.29128733027025
"41",41,0.0298848418869563,0.024958769048447,0.0280950354222979,0.0198684937819874,0.00328404855900618,0.000656809711801236,0.024958769048447,0,0.131870969886893,0.0468743992665445,1.33816172953679
"42",42,0.0313622810965917,0.0261926743224282,0.0294839906353123,0.0208507473224593,0.00344640451610898,0.000689280903221795,0.0261926743224282,0,0.138390373344356,0.0482878981396058,1.3864496276764
"43",43,0.0326463263635417,0.0272650637761447,0.0306911342901207,0.0217044257691678,0.00358750839159798,0.000717501678319596,0.0272650637761447,0,0.144056399464617,0.0492937470684787,1.43574337474488
"44",44,0.0336791877006427,0.0281276732444928,0.0316621374482415,0.0223911083064712,0.00370100963743326,0.000740201927486652,0.0281276732444928,0,0.148614041991132,0.0502336295215202,1.4859770042664
"45",45,0.0341228024416086,0.0284981646765083,0.0320791840536221,0.0226860389859046,0.00374975851006687,0.000749951702013375,0.0284981646765083,0,0.150571552971735,0.0516030433224151,1.53758004758881
"46",46,0.0348601138241344,0.0291139412157606,0.0327723377764252,0.023176229520441,0.00383078173891586,0.000766156347783173,0.0291139412157606,0,0.153825040726167,0.052752201659291,1.5903322492481
"47",47,0.0352774038196839,0.0294624471461096,0.0331646362282852,0.0234536585834162,0.00387663778238284,0.000775327556476569,0.0294624471461096,0,0.155666390151583,0.0538259796968372,1.64415822894494
"48",48,0.0361269113706128,0.0301719259798525,0.0339632666786365,0.0240184410760668,0.0039699902605069,0.00079399805210138,0.0301719259798525,0,0.159414958910655,0.0549633685040905,1.69912159744903
"49",49,0.0373278856672029,0.0311749374803013,0.0350923144926286,0.024816891020503,0.00410196545793438,0.000820393091586877,0.0311749374803013,0,0.164714422963355,0.0561809818629693,1.755302579312
"50",50,0.0384446565583617,0.0321076252575328,0.0361422018523938,0.0255593595800097,0.0042246875338859,0.00084493750677718,0.0321076252575328,0,0.169642327923188,0.0573183814215386,1.81262096073354
"51",51,0.0395313554200635,0.0330151979332398,0.0371638181998508,0.0262818351968554,0.00434410499121576,0.000868820998243153,0.0330151979332398,0,0.174437535922269,0.0584159497465572,1.87103691048009
"52",52,0.040944830975056,0.0341956830121347,0.0384926405485279,0.0272215634504493,0.00449943197528088,0.000899886395056175,0.0341956830121347,0,0.180674690967404,0.0591142798131798,1.93015119029327
"53",53,0.0420572681531635,0.03512475142462,0.0395384537417926,0.0279611508051252,0.00462167781902895,0.00092433556380579,0.03512475142462,0,0.185583472823107,0.0599299786392029,1.99008116893248
"54",54,0.0430670189246811,0.0359680597612721,0.0404877304286424,0.0286324686257495,0.00473263944227264,0.000946527888454528,0.0359680597612721,0,0.190039136804458,0.0609046718968598,2.05098584082934
"55",55,0.0441579418256565,0.0368791602060428,0.0415133178371968,0.029357752532442,0.00485252107974247,0.000970504215948494,0.0368791602060428,0,0.194852983957059,0.0615984494759987,2.11258429030534
