"","Sim.Day","D1.Con.(g/d)","D2.Con.(g/d)","D3.Con.(g/d)","D4.Con.(g/d)","D5.Con.(g/d)","D6.Con.(g/d)","D7.Con.(g/d)","D9.Con.(g/d)","Total.Con.(g/d)","W.Gain.(g/d)","Daily.Weight.(g)","NA"
"1",1,0.00632129595996161,0.00527932409842948,0.00594271285027159,0.00420261984151294,0.000694647907688088,0.000138929581537618,0.00527932409842948,0,3.47323953844043e-05,0.0278935867332152,0.0098654980162097,0.20986549801621
"2",2,0.00646884766826352,0.00540255409657173,0.00608142767054883,0.00430071740582355,0.000710862381127859,0.000142172476225572,0.00540255409657173,0,3.55431190563928e-05,0.0285446789141892,0.0101229914628482,0.219988489479058
"3",3,0.00683723454209552,0.00571021785933252,0.00642775181402496,0.00454563395381076,0.000751344455175331,0.000150268891035066,0.00571021785933252,0,3.75672227587664e-05,0.0301702365975654,0.0105681376456957,0.230556627124754
"4",4,0.00699521784829254,0.00584215996121135,0.00657627348265303,0.00465066681122746,0.000768705258054125,0.000153741051610825,0.00584215996121135,0,3.84352629027061e-05,0.0308673596371634,0.0108522586526657,0.241408885777419
"5",5,0.00682384159138793,0.00569903253786245,0.006415160968607,0.00453672984921945,0.000749872702350322,0.000149974540470064,0.00569903253786245,0,3.74936351175159e-05,0.0301111383628772,0.0107101955702785,0.252119081347698
"6",6,0.00701430329871292,0.00585809945826573,0.00659421590335043,0.00466335548980364,0.000770802560298122,0.000154160512059624,0.00585809945826573,0,3.8540128014906e-05,0.0309515768087711,0.0109890100017928,0.263108091349491
"7",7,0.00703680647311707,0.00587689331820767,0.00661537136016665,0.00467831639146795,0.000773275436606271,0.000154655087321254,0.00587689331820767,0,3.86637718303134e-05,0.0310508751569248,0.011003717410943,0.274111808760434
"8",8,0.00711635238793157,0.00594332726904175,0.0066901532614016,0.00473120131285561,0.000782016745926546,0.000156403349185309,0.00594332726904175,0,3.91008372963271e-05,0.0314018824326804,0.0110928662070106,0.285204674967444
"9",9,0.00740186067096237,0.00618177374717736,0.00695856242198714,0.00492101725926619,0.000813391282523336,0.000162678256504667,0.00618177374717736,0,4.06695641261667e-05,0.0326617269497246,0.011524212073099,0.296728887040543
"10",10,0.00769442777172218,0.00642611550165808,0.00723360764693221,0.00511552615592518,0.000845541513376063,0.000169108302675213,0.00642611550165808,0,4.2277075668803e-05,0.0339527194696158,0.0119614396715893,0.308690326712132
"11",11,0.00801671874498801,0.00669528158922075,0.00753659657839256,0.00532979652826126,0.000880958103844835,0.000176191620768967,0.00669528158922075,0,4.40479051922416e-05,0.0353748726598893,0.0124392527579235,0.321129579470056
"12",12,0.0085982645480077,0.00718096819394049,0.00808331353936327,0.00571642862807105,0.000944864236044801,0.00018897284720896,0.00718096819394049,0,4.72432118022399e-05,0.037941023398379,0.0132619190117538,0.33439149848181
"13",13,0.00897313085402669,0.00749404335061569,0.00843572906112068,0.00596565293042434,0.000986058335607327,0.000197211667121465,0.00749404335061569,0,4.93029167803662e-05,0.0395951724663122,0.0137657041181662,0.348157202599976
"14",14,0.00923039912091921,0.00770890476032813,0.00867758950323777,0.00613669392105068,0.00101432957372739,0.000202865914745477,0.00770890476032813,0,5.0716478686369e-05,0.0407304040330231,0.0141338352800769,0.362291037880053
"15",15,0.00939809658524336,0.00784895978547797,0.00883524354799525,0.00624818509238707,0.00103275786651026,0.000206551573302052,0.00784895978547797,0,5.16378933255127e-05,0.0414703921297194,0.0143983914194272,0.37668942929948
"16",16,0.00959345428310783,0.00801211566501313,0.00901890125186675,0.00637806575964861,0.00105422574539646,0.000210845149079293,0.00801211566501313,0,5.2711287269823e-05,0.042332434806395,0.0146878471804521,0.391377276479932
"17",17,0.00920045062278767,0.00768389282782267,0.00864943462395038,0.00611678310635884,0.00101103852997667,0.000202207705995333,0.00768389282782267,0,5.05519264988331e-05,0.040598252171213,0.0140763347053618,0.405453611185294
"18",18,0.00924920082917628,0.00772460728590546,0.0086952651751212,0.00614919395785895,0.00101639569551388,0.000203279139102775,0.00772460728590546,0,5.08197847756936e-05,0.0408133691533597,0.0140897090057376,0.419543320191032
"19",19,0.00974863597451242,0.00814171795673564,0.00916478909472018,0.00648123600503298,0.00107127867851785,0.000214255735703569,0.00814171795673564,0,5.35639339258921e-05,0.0430171953358841,0.0148666635093107,0.434409983700342
"20",20,0.0104093423361401,0.00869351667633677,0.00978592567974487,0.00692049682787335,0.00114388377320221,0.000228776754640441,0.00869351667633677,0,5.71941886601101e-05,0.0459326529129346,0.0158493373396901,0.450259321040032
"21",21,0.0112687353562002,0.00941125150627708,0.0105938495573948,0.00749185152802321,0.00123832256661541,0.000247664513323081,0.00941125150627708,0,6.191612833077e-05,0.0497248426624416,0.0169298149855463,0.467189136025579
"22",22,0.0117638795466386,0.00982477852246742,0.0110593395078564,0.00782104079749051,0.00129273401611413,0.000258546803222827,0.00982477852246742,0,6.46367008057064e-05,0.051909734417063,0.017491190347374,0.484680326372953
"23",23,0.0121776827102142,0.0101703723733657,0.0114483599544926,0.0080961516919556,0.00133820689123233,0.000267641378246466,0.0101703723733657,0,6.69103445616162e-05,0.0537356977174342,0.0179698664519881,0.502650192824941
"24",24,0.0126715936880198,0.0105828694537308,0.0119126905495615,0.00842452107829888,0.00139248282285932,0.000278496564571863,0.0105828694537308,0,6.96241411429656e-05,0.0559151477519159,0.0184387956614708,0.521088988486411
"25",25,0.0128422295384123,0.0107253785155971,0.0120731070001228,0.00853796579202138,0.00141123401521014,0.000282246803042029,0.0107253785155971,0,7.05617007605069e-05,0.0566681018807633,0.0188553988652515,0.539944387351663
