"","Sim.Day","D1.Con.(g/d)","D2.Con.(g/d)","D3.Con.(g/d)","D4.Con.(g/d)","D5.Con.(g/d)","D6.Con.(g/d)","D7.Con.(g/d)","D9.Con.(g/d)","Total.Con.(g/d)","W.Gain.(g/d)","Daily.Weight.(g)","NA"
"1",1,0.00592588847232138,0.00494909366919149,0.00557098636051752,0.00393973903929059,0.000651196535419932,0.000130239307083986,0.00494909366919149,0,3.25598267709965e-05,0.0261487968797874,0.00876465456743544,0.208764654567435
"2",2,0.00616168071345231,0.00514601905738874,0.00579265697841587,0.00409650201278972,0.000677107770709044,0.000135421554141809,0.00514601905738874,0,3.38553885354521e-05,0.0271892625328217,0.0090422573869508,0.217806911954386
"3",3,0.00643952506098495,0.00537806488609732,0.00605386119744244,0.00428122270538011,0.000707640116591752,0.00014152802331835,0.00537806488609732,0,3.53820058295875e-05,0.0284152888817418,0.00931347697895367,0.22712038893334
"4",4,0.00655395392171952,0.00547363184671081,0.00616143690113302,0.00435729903586848,0.000720214716672475,0.000144042943334495,0.00547363184671081,0,3.60107358336236e-05,0.0289202219479832,0.00956933248063052,0.23668972141397
"5",5,0.00649732790932522,0.00542633979240348,0.00610820222684364,0.00431965207158435,0.000713992077947825,0.000142798415589565,0.00542633979240348,0,3.56996038973911e-05,0.0286703518899949,0.00965639978310161,0.246346121197072
"6",6,0.00659277403167672,0.00550605303744429,0.00619793207043893,0.00438310801007078,0.000724480662821617,0.000144896132564323,0.00550605303744429,0,3.62240331410807e-05,0.029091521015602,0.0098137344191235,0.256159855616196
"7",7,0.00672329220372617,0.00561505722508999,0.00632063349482168,0.00446988108049927,0.000738823319090787,0.000147764663818157,0.00561505722508999,0,3.69411659545392e-05,0.0296674503780905,0.0100029194622289,0.266162775078425
"8",8,0.00693388375053233,0.00579093587956546,0.00651861269074769,0.00460988974623303,0.000761965247311245,0.000152393049462249,0.00579093587956546,0,3.80982623655621e-05,0.030596714505783,0.0102897061864776,0.276452481264902
"9",9,0.00709019288107108,0.00592147976880662,0.00666556045028165,0.00471380955280001,0.000779142074842976,0.000155828414968595,0.00592147976880662,0,3.89571037421486e-05,0.0312864500153197,0.0105086725239564,0.286961153788859
"10",10,0.00794650967050118,0.00663664543909988,0.00747059233309203,0.00528311906665188,0.000873242820934195,0.000174648564186839,0.00663664543909988,0,4.36621410467096e-05,0.0350650654746126,0.0111625179334237,0.298123671722282
"11",11,0.00813787899276518,0.0067964703675841,0.00765050052561604,0.00541034812156366,0.000894272416787381,0.000178854483357476,0.0067964703675841,0,4.47136208393689e-05,0.0359095088960973,0.0114666911470527,0.309590362869335
"12",12,0.00826350645511907,0.00690139000647307,0.00776860414544435,0.00549386967620554,0.000908077632430667,0.000181615526486133,0.00690139000647307,0,4.54038816215332e-05,0.0364638573302534,0.0117777692455772,0.321368132114912
"13",13,0.0086057080468778,0.00718718474244739,0.00809031124626807,0.00572137732786931,0.000945682202953604,0.000189136440590721,0.00718718474244739,0,4.728411014768e-05,0.0379738688596019,0.0120456473742366,0.333413779489149
