"","Sim.Day","D1.Con.(g/d)","D2.Con.(g/d)","D3.Con.(g/d)","D4.Con.(g/d)","D5.Con.(g/d)","D6.Con.(g/d)","D7.Con.(g/d)","D9.Con.(g/d)","Total.Con.(g/d)","W.Gain.(g/d)","Daily.Weight.(g)"
"1",1,0.00659476138208973,0.00550771280262439,0.00619980039821732,0.00438442927051021,0.000724699052976893,0.000144939810595379,0.00550771280262439,0,0.0291002904722871,0.0113998966538866,0.211399896653887
"2",2,0.00696862367959705,0.00581994944669644,0.00655127204164315,0.00463298607269914,0.000765782821933741,0.000153156564386748,0.00581994944669644,0,0.0307500092147494,0.0120355446544062,0.223435441308293
"3",3,0.00736372966765634,0.00614992807408661,0.00692271508865933,0.0048956664273979,0.000809201062379817,0.000161840212475963,0.00614992807408661,0,0.0324934686598615,0.0127007953320228,0.236136236640316
"4",4,0.00820887439916868,0.00685576323447055,0.00771724400932835,0.00545754836428248,0.000902074109798756,0.000180414821959751,0.00685576323447055,0,0.036222785878969,0.0140577207703756,0.250193957410691
"5",5,0.00870745833268925,0.00727216300312508,0.00818596769628092,0.00578902449590878,0.000956863553042774,0.000191372710608555,0.00727216300312508,0,0.0384228559724326,0.0148068105600071,0.265000767970698
"6",6,0.0090996050099025,0.00759967011816033,0.00855462866590283,0.00604973739669342,0.000999956594494779,0.000199991318898956,0.00759967011816033,0,0.0401532570519379,0.0154242438246721,0.28042501179537
"7",7,0.0093690552462502,0.00782470548038478,0.00880794149798576,0.00622887738899052,0.00102956651057694,0.000205913302115389,0.00782470548038478,0,0.0413422432322172,0.0159033082363447,0.296328320031715
"8",8,0.00996058948678736,0.00831873407687735,0.00936404868785338,0.00662215015330369,0.00109457027327334,0.000218914054654667,0.00831873407687735,0,0.0439524693232908,0.0167387631829741,0.313067083214689
"9",9,0.0102502295053549,0.00856063123524145,0.00963634213388033,0.0068147130227909,0.0011263988467423,0.000225279769348459,0.00856063123524145,0,0.0452305456909369,0.0172629966586979,0.330330079873387
"10",10,0.0100549336828834,0.00839752703185862,0.00945274259967769,0.00668487349246641,0.00110493776734982,0.000220987553469964,0.00839752703185862,0,0.0443687760479319,0.0170680164368958,0.347398096310283
"11",11,0.0103879363340491,0.00867563913612889,0.00976580168547139,0.00690626536494471,0.00114153146528012,0.000228306293056023,0.00867563913612889,0,0.0458381959883231,0.0175972569112912,0.364995353221574
"12",12,0.0104723854848526,0.00874616809723949,0.00984519316735313,0.00696241013003933,0.00115081159174204,0.000230162318348408,0.00874616809723949,0,0.0462108394664015,0.0176983145306936,0.382693667752268
"13",13,0.0106398620667459,0.00888603864915046,0.0100026395583529,0.00707375445096846,0.00116921561173032,0.000233843122346065,0.00888603864915046,0,0.0469498528890311,0.0179224072741157,0.400616075026383
"14",14,0.011115766210488,0.00928349705491301,0.010450041750629,0.00739015226081891,0.00122151277038329,0.000244302554076658,0.00928349705491301,0,0.049049845294741,0.0186987099013358,0.419314784927719
"15",15,0.0116055592279018,0.0096925549595663,0.0109105010104065,0.00771578388228634,0.0012753361788903,0.00025506723577806,0.0096925549595663,0,0.0512111242633401,0.0194905808455207,0.43880536577324
"16",16,0.0121436320320165,0.0101419344443215,0.011416348575154,0.0080735136037033,0.00133446505846335,0.000266893011692671,0.0101419344443215,0,0.053585444422596,0.0203556104433875,0.459160976216627
"17",17,0.0130798021379904,0.0109237907965634,0.0122964513506053,0.0086959124104222,0.00143734089428466,0.000287468178856932,0.0109237907965634,0,0.0577164236100005,0.0218193254766738,0.480980301693301
"18",18,0.0137091408782824,0.0114493923818622,0.0128880989245831,0.00911431893556138,0.00150649899761345,0.00030129979952269,0.0114493923818622,0,0.0604934672491681,0.0227613486255471,0.503741650318848
"19",19,0.0141626009445696,0.0118281062833768,0.0133144012176696,0.00941579513347761,0.00155632977412853,0.000311265954825706,0.0118281062833768,0,0.0624944220801311,0.0234639579525928,0.527205608271441
"20",20,0.0144799698933459,0.012093161669168,0.0136127629052279,0.00962679317085084,0.00159120548278526,0.000318241096557052,0.012093161669168,0,0.0638948561612422,0.0239811579316506,0.551186766203092
"21",21,0.0148401274478424,0.0123939525938025,0.0139513505842079,0.00986623857796118,0.00163078323602664,0.000326156647205328,0.0123939525938025,0,0.0654841008426497,0.0245461887951721,0.575732954998264
"22",22,0.0142871816458104,0.0119321517041933,0.0134315207670228,0.00949862076452231,0.00157001996107807,0.000314003992215613,0.0119321517041933,0,0.0630441515370897,0.0235828237341267,0.599315778732391
"23",23,0.0144130616057864,0.0120372822202172,0.0135498617623629,0.00958231018846239,0.00158385292371279,0.000316770584742558,0.0120372822202172,0,0.0635996141516871,0.0236881933956095,0.623003972128
"24",24,0.0152421243278068,0.0127296862517947,0.0143292718268557,0.0101335002399155,0.0016749587173414,0.00033499174346828,0.0127296862517947,0,0.067257967294844,0.0250654143713219,0.648069386499322
"25",25,0.0163297871232519,0.0136380639710675,0.0153517943779583,0.0108566167138104,0.00179448210145626,0.000358896420291251,0.0136380639710675,0,0.0720574287839759,0.0268164780082997,0.674885864507622
"26",26,0.0177384511667176,0.0148145306447312,0.0166760933770625,0.0117931461053452,0.00194928034799095,0.000389856069598189,0.0148145306447312,0,0.0782733523735764,0.0288215325308485,0.70370739703847
"27",27,0.0185838894311896,0.015520610953521,0.01747089825097,0.0123552231932634,0.00204218565177907,0.000408437130355814,0.015520610953521,0,0.0820039648471886,0.0299320993460222,0.733639496384492
"28",28,0.0193060509714081,0.0161237348772199,0.0181498094571864,0.0128353415798922,0.0021215440627921,0.000424308812558419,0.0161237348772199,0,0.0851906018414166,0.0308890613944691,0.764528557778961
"29",29,0.0201596472815965,0.0168366284989158,0.0189522837905558,0.013402842423479,0.0022153458551205,0.000443069171024099,0.0168366284989158,0,0.0889572128123635,0.031880843630762,0.796409401409723
