"","Sim.Day","D1.Con.(g/d)","D2.Con.(g/d)","D3.Con.(g/d)","D4.Con.(g/d)","D5.Con.(g/d)","D6.Con.(g/d)","D7.Con.(g/d)","D8.Con.(g/d)","D9.Con.(g/d)","Total.Con.(g/d)","W.Gain.(g/d)","Daily.Weight.(g)"
"1",1,0.00400985681067069,0.0071330456137013,0.0135382294300862,0.00145572359463292,0.000741095648176759,0.000105870806882394,0.000502886332691373,0.000119104657742694,0.00100577266538275,0.028611585559967,0.00859817669374482,0.208598176693745
"2",2,0.00405215051284151,0.00720828094528568,0.0136810230186035,0.00147107774393586,0.000748912306003708,0.000106987472286244,0.000508190493359659,0.000120360906322025,0.00101638098671932,0.0289133643853575,0.00877749977762045,0.217375676471365
"3",3,0.00403241711046781,0.00717317763215227,0.0136143983630645,0.00146391380248006,0.000745265208535301,0.000106466458362186,0.000505715677220384,0.000119774765657459,0.00101143135444077,0.0287725603723808,0.00881397119362135,0.226189647664987
"4",4,0.00406995594862329,0.00723995464128035,0.0137411384007974,0.00147754176352661,0.000752203079613543,0.000107457582801935,0.000510423518309191,0.000120889780652177,0.00102084703661838,0.0290404117522229,0.00890093747247285,0.235090585137459
"5",5,0.00400058726716493,0.007116556227729,0.0135069332485469,0.00145235841382225,0.000739382465218598,0.0001056260664598,0.00050172381568405,0.000118829324767275,0.0010034476313681,0.0285454444607609,0.00872923582055036,0.24381982095801
"6",6,0.00385921859084495,0.00686507861539741,0.0130296390047339,0.00140103645212192,0.000713254921080251,0.000101893560154322,0.000483994410733028,0.000114630255173612,0.000967988821466056,0.0275367346317054,0.00832095805963622,0.252140779017646
"7",7,0.00378136425825236,0.00672658526467992,0.0127667842778619,0.0013727725029959,0.000698866001525186,9.98380002178838e-05,0.000474230501034949,0.000112317750245119,0.000948461002069897,0.0269812195588831,0.00804196188704266,0.260182740904689
"8",8,0.00394960730880877,0.00702586910708884,0.013334812795087,0.0014338508381814,0.000729960426710529,0.000104280060958647,0.000495330289553574,0.000117315068578478,0.000990660579107148,0.0281816864740744,0.00843504862530572,0.268617789529994
"9",9,0.00396621927141523,0.00705541976004224,0.0133908987282435,0.00143988158368209,0.000733030624419973,0.000104718660631425,0.000497413637999268,0.000117808493210353,0.000994827275998537,0.0283002180356426,0.00840969000410988,0.277027479534104
"10",10,0.00454613921747474,0.00808702652877517,0.0153488462688998,0.00165041357730106,0.000840210548444174,0.000120030078349168,0.000570142872158547,0.000135033838142814,0.00114028574431709,0.0324381286738626,0.00983774247429091,0.286865222008395
